"","BQ12_10_Probe_3A_S29","BQ12_3_Probe_4A_50_S27","BQ12_8_Probe_4A_50_S28","S_250754_Probe_4A_50_S24","S_349941_Probe_3D_25_S21","S_351946_Probe_4A_100_S22","S_503557_Probe_3D_10_S25","S_575533_Probe_3A_S26","S_687338_Probe_4A_100_S23","Saliva_1e6_1_Probe_3D_25_S11","Saliva_1e6_2_Probe_3D_10_S12","Saliva_1e6_3_Probe_1_S13","Saliva_1e6_4_Probe_4A_100_S14","Saliva_1e6_5_Probe_4A_50_S15","Saliva_1e6_6_Probe_None_S42","Saliva_1e6_7_Probe_4B_25_S43","Saliva_1e6_8_Probe_4A_10_S44","Saliva_1e8_1_Probe_4A_25_16hr_S16","Saliva_1e8_2_Probe_4A_10_16hr_S17","Saliva_1e8_3_Probe_3A_S18","Saliva_1e8_4_Probe_4A_25_S19","Saliva_1e8_5_Probe_4A_10_S20","THP1_1e6_1_Probe_3D_100_S1","THP1_1e6_2_Probe_3D_50_S2","THP1_1e6_3_Probe_3D_25_S3","THP1_1e6_4_Probe_3D_10_S4","THP1_1e6_5_Probe_1_S5","THP1_1e6_6_Probe_None_S36","THP1_1e6_7_Probe_4A_100_S37","THP1_1e6_8_Probe_4A_50_S38","THP1_1e6_EukmRNADep_1_Probe_4A_50_S30","THP1_1e6_EukmRNADep_2_Probe_4A_25_S31","THP1_1e6_EukmRNADep_3_Probe_4A_10_S32","THP1_1e8_1_Probe_4A_25_16hr_S6","THP1_1e8_2_Probe_4A_10_16hr_S7","THP1_1e8_3_Probe_3A_S8","THP1_1e8_4_Probe_4A_25_S9","THP1_1e8_5_Probe_4A_10_S10","THP1_1e8_6_Probe_None_S39","THP1_1e8_7_Probe_1_S40","THP1_1e8_8_Probe_4A_50_S41","THP1_1e8_EukmRNADep_1_Probe_4A_50_S33","THP1_1e8_EukmRNADep_2_Probe_4A_25_S34","THP1_1e8_EukmRNADep_3_Probe_4A_10_S35","Undetermined_S0"
"AS1726",155.27046354,0,175.4974862,19.96226108,0,0,23.29294322,199.80014832,0,7.5891111,5.13489174,11.00691432,8.59532868,6.91902024,0,15.24320258,5.23097208,14.29341804,12.06760832,12.16739594,10.272255,12.79845738,13.58584246,14.3827017,1.72048686,2.72031968,16.5838992,0,15.12178916,0,14.21927244,3.37444864,0,9.39064322,9.9210932,0,12.58219938,8.9711027,0,7.05526278,6.0639773,11.64672906,10.73072196,11.44046012,13.44548072
"AS1890",94.25682646,0,173.16380188,30.69580456,434.5606359,0,7.945626,0,0,13.57098748,17.4436165,25.4069585,16.90256986,10.31009194,0,16.54736406,14.64501998,23.1401963,19.83890828,19.31247734,18.5960423,23.24356916,17.17052436,9.41357376,16.85695116,18.0495037,4.55947834,0,19.8485635,14.88994368,11.5663335,20.26683826,26.82937614,10.55776162,11.40715524,8.40943088,12.71937936,13.56744428,0,1.02026444,24.04583822,26.93691226,22.16617062,18.2753827,25.48242866
"ASdes",1541.02325088,970.45596512,714.37011008,847.558648,378.86908256,485.648928,244.04917632,248.42400416,0,2994.61659136,3016.75516992,2726.57188704,2765.1800336,3042.72117216,3011.54906944,3320.68805696,3213.13319296,1334.4518304,1431.02856384,1615.11461856,1874.67150848,1328.980048,2296.17948928,2261.65281344,2265.73767296,2374.33719104,1995.50380384,2751.9337792,2383.3582896,2488.28016896,3378.56514624,3348.57189408,3410.08550464,2169.48761984,2206.61158496,1998.06675328,2230.85969152,2235.2677296,897.9523632,2289.24295456,2431.81993696,2879.97585952,2621.84350816,2812.03663232,2335.11375136
"ASpks",239.70522247,64.3470737,287.8782123,127.01598714,200.21188579,0,220.58520967,43.16610445,15.88253247,139.41640006,135.32586193,147.38421187,120.23405765,151.32747455,0,240.37675053,277.44259186,127.77947987,142.50906453,142.23652996,137.12340229,140.82634503,135.00323571,146.21746636,164.92252833,158.82016556,188.44616707,0,204.17614497,159.62589125,57.71535917,39.46718104,61.14918677,124.35621051,126.18254607,162.41842575,116.72632237,132.48605531,0,186.39006981,202.44009436,49.17038357,46.8395921,41.489084,140.27365716
"MT0009",26.7125902,0,54.2974979,4.5526821,31.2297274,0,24.6934877,0,0,21.5239044,16.0866217,25.6296121,28.2426514,26.6785671,0,19.3705574,21.3775942,52.747762,53.0036418,46.5684931,45.2277873,48.8185831,35.1146654,27.2765258,31.3799508,38.7904646,39.3283122,0,16.3486974,50.8681216,0,2.501187,23.3956097,39.2566789,34.3700704,4.0886418,43.9478448,47.6309269,0,44.7716821,37.4567156,10.0386624,41.1438196,28.0136205,44.7478768
"MT0012",430.22254851,484.55164923,274.77935469,873.91998057,0,75.42431169,877.42316052,132.85925211,0,610.04864751,609.06877572,635.13798414,656.50751355,630.9815856,570.83568705,574.3160364,568.6601943,714.80211387,729.82798545,740.77903398,763.74881283,700.22266833,739.90031931,783.91244751,881.48981724,739.9274526,747.93080724,2726.46827373,658.55094006,749.22688284,666.83028153,652.86752562,788.13751347,840.26495406,769.16537268,896.16769779,700.17208977,737.68030689,1369.58196567,735.99944787,664.48013469,715.01092605,709.25111691,679.88016468,625.54360011
"MT0025",44.28621396,0,128.99751936,11.70352544,0,0,0,59.83848976,0,5.217824,5.84934208,7.21572612,5.9093874,5.83898712,0,3.15886796,5.11185376,10.00437064,8.55434004,7.03437984,7.43990428,8.96887464,3.74668004,3.33369196,6.90911172,4.11623108,1.94532044,0,9.28389404,4.12087064,0,7.60773532,6.82075836,4.21272048,4.43320044,4.78385704,5.05362392,4.76570224,0,2.59653984,4.99720956,6.64485852,2.21999584,4.63021364,8.32955672
"MT0031",185.6241527,0,262.60339665,91.877394,0,0,72.49621015,13.5143883,0,69.9862072,83.23565215,67.24474785,58.42713625,85.5329244,0,77.853363,72.7886516,99.6171813,86.0005608,78.0500672,85.38252835,90.63314715,114.65248445,81.7339691,124.2327044,74.361273,78.9740371,0,120.733529,130.406787,49.2183937,68.674396,57.0254923,101.91934585,96.9203431,122.604412,107.81591695,85.91477685,442.05262325,105.40974885,115.30467865,72.62863965,82.91950835,53.1563578,104.6155936
"MT0032",80.68274672,586.17228852,117.4735452,37.96305484,0,0,27.99560252,36.17574756,0,75.3230786,84.26251264,74.85763176,79.48097736,80.24241276,191.38826344,75.74420228,54.92358568,120.56747348,114.22754448,100.73666924,92.40455908,111.382062,75.37867036,55.8058634,64.91389716,72.63374672,67.0862686,0,64.61136208,65.91444152,70.50848876,60.98609248,80.52230332,80.98893068,82.70712388,57.85020208,89.7978636,73.89507868,0,58.36265508,82.12437628,62.70997364,61.00809308,68.7395332,81.31378832
"MT0036",105.32539215,0,128.82394485,38.35464165,237.85534575,0,17.33341185,0,0,9.06760035,14.4500967,11.6001558,14.57911935,10.93127715,0,11.19445695,18.38422395,27.6225831,22.7433411,24.2418816,22.3648551,25.89629085,16.4311335,23.6474532,11.10276945,17.961948,4.55598855,0,19.83332655,40.73294205,7.8877656,6.2211069,7.24866705,18.5130999,26.621649,13.9759623,15.47765685,22.18258035,0,16.96196745,19.7148663,4.8230559,15.7139172,12.07216305,22.90141035
"MT0066.2",180.935039,0,104.99992412,251.66137242,16.65144162,0,269.54492758,31.1704408,0,109.53515204,121.07318632,113.85624202,107.94465244,105.64338524,193.67209214,113.44639862,116.9076553,175.36703364,182.72550308,142.29895506,153.50995246,154.90411822,139.30109372,146.50728574,123.78576314,142.87734394,119.68802734,841.7370033,110.84022748,166.10485208,40.03709206,33.1948717,64.1352556,139.58260796,135.39508364,85.52405404,145.2591136,130.07277486,147.08644264,184.335273,158.68612798,67.07097714,75.3099466,86.66358626,149.54201204
"MT0069",247.88669568,0,134.41393056,61.62407712,114.02934048,72.53399136,45.0943776,19.96102656,0,175.5111552,181.15252512,191.82732096,197.77529088,192.94621824,0,187.97215008,166.48008576,211.60648992,207.26811744,193.34203008,197.64914688,208.43565024,162.38334912,136.56573696,116.37828192,129.16627008,209.14387872,0,183.18926016,165.73107072,270.188184,310.70640768,270.89059584,157.49968416,149.50208448,167.08809984,164.58273984,163.00068384,141.17202528,125.48854176,141.71458464,212.70408288,179.05222752,168.85054176,187.99646784
"MT0099.1",53.17994592,0,83.47435848,0,0,0,32.88582972,111.22437258,0,10.37306484,9.98772282,5.6491119,7.6798971,9.23637456,0,8.43356988,5.77949634,19.65846564,19.54319058,20.54516436,16.94987154,16.72301952,11.06143974,6.71384772,5.74959456,12.48077052,11.99970054,0,9.94820598,18.47243214,0.60342426,1.80382752,3.9474576,8.65704078,12.1091643,20.94403086,5.97063528,9.82606302,0,11.86213122,8.23978944,5.67373068,7.44385266,9.67644846,12.51658926
"MT0116.1",73.3534032,0,61.57338096,293.86933296,101.16353856,0,206.01990192,0,0,286.15377504,307.63916064,306.19796592,304.66952208,307.09510944,238.55122704,304.28822256,278.07322368,422.33319072,455.20957104,430.4414856,463.12265664,418.40187984,433.44829584,413.4584328,414.61693728,429.76443552,421.9839624,2598.70321536,388.61847696,420.2830296,198.8576688,330.83985312,278.0932392,492.22924128,441.70179984,478.19874816,463.58602752,495.034428,650.50331808,432.0388632,495.21240384,355.13297568,460.83617328,375.09409056,356.66002848
"MT0122",101.645418,0,147.5247588,95.4419592,179.1752256,0,58.6724004,11.417043,0,31.4907558,33.5544054,25.4658564,29.2553856,30.7313154,14.4965046,35.8462374,25.5617664,52.8541662,48.4750824,44.304165,45.1434192,50.7462312,33.5660814,25.396551,33.8727432,33.3877722,36.2382174,313.4489754,42.8433306,58.6226106,31.1805912,32.821653,42.6897078,34.3585482,37.189311,36.6662262,38.6530644,32.1188412,0,34.8117438,44.4176724,31.025217,27.828912,28.2840258,43.3172094
"MT0124",79.66807017,0,194.86335804,38.36064375,177.99661737,0,16.48614435,140.97227001,0,10.71063435,11.61601896,21.55616112,12.27432921,21.89818878,0,10.65620751,14.49290817,35.36021736,33.71742738,27.83042067,25.38669471,35.2169064,21.47912169,19.69390176,8.04283818,25.31220042,19.48089312,0,35.53465734,15.27779019,25.39521114,14.8508919,5.03712573,32.9644575,15.16012641,23.3262081,13.98436962,14.63054151,0,12.02637384,23.29752633,27.58980705,21.52336797,25.67449131,23.63955399
"MT0130",40.66226984,0,162.27992474,31.55817208,0,34.25715401,66.52574708,32.99600444,0,15.34162666,23.4492987,22.33273898,21.59949253,20.28050702,0,22.00202724,18.98014228,42.66232932,39.35529773,39.89941894,37.50454765,45.40601826,36.89289397,26.93876235,32.87853055,11.58332028,24.23085618,0,48.05934927,28.02734801,5.03859158,8.49184341,6.95447145,30.79901101,34.57302062,41.23496578,42.34371679,27.75249858,0,22.66576759,41.26808844,13.95073237,16.78606639,10.87779046,27.24973779
"MT0159",26.5996961,0,102.3390162,43.2845467,342.2629233,99.7062317,58.1293057,23.428498,0,14.11715,14.4989528,12.4549089,17.6388458,19.5739616,0,19.4856761,30.2066919,35.1918798,29.7766946,21.9855632,27.6436828,25.3130309,18.2826049,36.1561963,28.311923,26.069386,16.4878076,0,36.8138593,25.860401,0.451237,10.9915874,1.6521757,18.1830598,28.0881811,6.1133657,27.8332194,27.2418345,0,33.8326243,35.7229576,15.9455555,8.0690388,15.7585779,21.5366293
"MT0177",147.94416728,0,243.75937684,320.30925444,119.564851,0,418.30383896,59.5597254,0,409.12877908,384.82098256,398.37561148,406.71735384,407.97838452,694.25473404,411.80993168,391.99722268,524.36297676,525.4842614,514.67130792,514.50880824,526.4390852,482.57504176,453.08982488,494.83077868,537.5174364,457.00446428,523.34928828,495.2311322,577.7678886,552.2488062,540.25045256,526.56013088,540.47476476,477.18970656,467.25539364,495.61306172,480.22856112,205.07164832,535.6805636,511.42914452,563.18059448,561.99473372,587.58060312,472.1232908
"MT0204.1",16.5177168,0,105.19536066,6.72149972,0,0,0,37.86639051,0,4.16480922,3.43863871,3.92357381,4.90224501,2.41710664,0,1.54695177,5.58238629,6.15462731,6.85201855,4.09528132,7.52564709,6.30178003,1.5278536,8.24169645,0,3.04981053,2.87511068,0,4.22844045,13.70271695,0.21993699,0,0,1.2391808,2.25384809,6.62856116,11.4659428,3.47243455,0,0,3.09715991,0,2.95299953,1.01519535,8.89235438
"MT0270",271.47184424,0,108.99876052,491.29019904,0,0,551.9299038,6.41408104,0,155.39111936,168.22972808,176.67685,187.78880064,181.28568928,128.59174568,154.66749464,155.91773916,249.49866232,228.18938776,242.75605784,224.47669868,233.16495088,191.08830172,151.11485744,202.97034124,104.05414752,196.89000696,0,172.088904,222.52964768,162.47316168,143.36360648,149.79764528,186.99345272,175.67810444,227.23889944,198.35386188,190.28609332,0,157.42704476,164.10860656,140.01639388,144.61860656,160.31312396,174.05716012
"MT0270.2",167.68355076,0,164.94656046,148.08113166,112.21413522,0,232.39406058,144.43202664,0,69.03964782,70.4095821,70.04016624,82.95626988,82.19041776,74.01862644,79.31421366,122.84360814,115.7921061,109.38521682,114.7929387,112.74720072,118.707666,80.1383946,103.22092374,111.74004468,97.38116916,102.66818034,0,101.75318736,79.02339192,81.61723284,77.7224184,139.46685192,80.1724638,84.12866154,92.32817814,83.55782622,84.48345114,0,146.0106054,103.08405954,97.95223944,106.809879,90.0431334,104.83897578
"MT0291.1",83.93258641,0,394.55449907,30.5001987,1.6404779,0,27.86856018,100.65647207,0,219.39931213,218.30372141,233.90848653,222.43584862,210.9739181,403.79669511,279.55752704,220.96906838,265.43249678,244.2725791,261.63229866,229.03979664,273.69067046,150.54299522,142.95978368,137.73418079,155.68161709,178.50712877,0,221.5544057,241.74748572,253.28476454,263.11335542,231.67368239,174.62021401,185.66601041,200.16143705,171.14044445,181.48536947,0,179.67753903,200.34835371,191.98178423,221.93273348,179.33265532,209.95275035
"MT0291.2",41.68185545,0,158.12483615,12.31135155,0,0,12.2535541,37.3904154,0,79.1046737,75.98468325,78.20143395,73.6197699,86.80030935,165.0518729,102.48576225,87.63157025,87.05573945,86.23668115,89.8513716,79.4387611,87.49321915,52.6685653,61.3113041,48.0358647,58.67562495,73.5414424,0,81.2518366,88.03277195,70.55452625,50.1848415,49.756926,61.9901974,60.267652,55.59446845,54.68306615,49.5930154,0,43.66164485,88.36141765,45.8229067,39.1334084,44.8377941,63.44156475
"MT0291.4",104.53493769,160.47427866,170.37016302,11.781348,14.13896148,3.38612964,35.4190773,47.37009015,0,103.39857516,105.05457129,132.29860257,90.69868518,63.94091448,159.05906103,224.91522849,285.84865152,85.85164599,107.29616313,110.1108078,104.94784482,135.26980926,136.58210808,141.91686372,133.78694967,153.3960627,154.18592817,0,187.71954183,203.69256354,99.76752339,88.03108338,95.29889841,113.56592328,125.06942409,154.48314963,132.91152384,143.11034115,92.36543235,168.67541835,164.5189095,109.71805887,118.82105403,149.72659836,131.74033242
"MT0294",2297.6261941,617.95491732,892.00452958,1468.1049493,1050.02584158,402.13043668,3088.23761784,539.83105396,0,2167.55169138,2082.57199182,1876.45747514,2067.13309436,2200.20722606,1570.39665028,2312.2929248,2198.7179394,913.76154134,1047.21222,1125.1554579,1310.49738574,907.70421508,1745.62270258,1855.28397898,1634.38357356,1697.19459016,1682.42069276,4153.2506516,2111.571112,2177.45540518,2145.27867432,1902.3439456,1744.30535474,1922.75698308,1886.13703586,1801.5888357,1862.63164896,1838.19613064,2193.2845405,2355.08539068,2454.62975292,1678.1370462,1847.7531342,1783.89481096,1533.43140912
"MT0325",48.24372042,0,103.14019926,5.8910355,0,0,1.0360035,64.60022268,0,16.59271824,10.20116916,13.5402246,14.1532083,13.89257352,0,10.82032938,12.0539097,18.08255232,21.50405712,16.17551586,14.1887592,15.3594252,7.20182232,11.09417904,7.46834634,6.23476602,18.64296378,0,14.5959786,3.31815582,3.35090574,16.6866588,0,16.44333264,12.63909906,17.54332776,8.72390358,9.034956,0,19.8611028,19.5389901,16.52448924,10.43695422,15.23144196,14.31415692
"MT0328.1",271.2989454,101.5223034,234.1968426,202.3310562,388.1857035,0,232.5950109,472.7374764,0,424.7090736,444.471951,454.5580095,447.5910033,461.3033292,351.681477,449.9826891,422.0959722,446.4497919,462.7021665,455.0192619,441.3018792,442.2976173,423.2316753,362.6678265,409.7469054,378.8448006,411.4782273,0,364.2199932,536.8923756,371.6944854,356.6929464,432.0499218,421.6971171,398.7150447,451.5845208,376.4403825,389.6052195,842.5949889,344.0329767,381.8889039,429.7145832,435.4722015,465.4035813,423.2898285
"MT0328.2",307.6609627,530.29016495,276.18630494,248.5223195,494.15635269,0,255.29839517,297.59348892,0,506.5761883,512.44292554,517.2722828,515.89391308,511.23310329,416.40777087,473.14176455,473.68508915,500.10157015,496.83315136,523.39617421,499.52669767,485.57425826,469.94140739,432.28433885,446.57017314,475.92070435,478.79730626,0,432.40342236,464.83191664,446.39383607,409.05146737,479.26341645,433.86728294,450.94666253,470.76798132,396.70125131,427.07416752,357.57301944,391.29517154,424.87331341,446.39305711,445.48099232,467.61319332,483.05442003
"MT0347",177.27628688,0,186.64512902,123.75300168,134.77886506,21.17990742,107.642528,153.3077791,0,89.76574334,75.58454358,92.33881804,85.76181516,86.53165542,41.07424916,78.20638686,74.26001856,140.24048332,130.23977806,128.70703804,120.56231502,140.58408434,84.78413006,85.76264802,93.75384718,94.33000122,86.32325534,0,92.19556612,92.8833234,58.45631498,88.34414386,70.05731446,97.42120738,103.7081899,97.99578824,79.30659492,91.62496448,70.54166882,104.42296886,87.35692714,93.25635214,88.5982587,86.0233332,102.67211206
"MT0383",173.12655285,0,164.27163771,199.26129519,410.67745038,38.93988735,131.94329679,310.76729082,0,173.6192232,166.8882204,171.32593986,183.88738989,176.91348915,102.04891677,129.12257223,131.80730184,257.36003154,243.16753878,245.38141701,220.49294634,241.33315122,193.27941036,165.59293077,164.76490584,197.26431147,170.02576836,0,148.62265398,149.70692727,237.6653724,102.11895666,120.08732679,169.03713987,172.00392201,166.35539916,163.07567919,165.61205973,175.26052782,139.88639817,160.09096365,134.35235019,128.22022332,119.2162617,180.49429098
"MT0392",195.88237575,0,180.984268,175.406267,48.76419045,0,143.5851776,450.90008205,0,75.9587417,73.68021965,83.2951372,74.47883665,77.8376473,116.8549123,106.15293125,76.91841655,109.0188166,98.16655595,106.2275578,102.51624705,108.76578435,106.8245702,96.58862015,106.19748135,78.49183575,116.02539765,591.83401545,130.0415366,109.36156495,4.5420572,6.0198066,19.80498305,112.4025712,102.50782975,88.2356817,118.15846465,91.2137635,296.51304495,78.3437118,102.6393244,11.16205835,18.275806,17.10816225,92.78625885
"MT0407",118.94947775,79.1336745,200.578081,77.1621785,53.15206325,12.504219,40.27509775,0,0,43.504982,49.79186525,49.98997025,41.27882975,34.69106575,85.02378575,44.51566875,50.37114675,44.3922395,51.17410425,48.28064725,47.246497,64.29048175,41.93524575,34.21758075,34.58316175,52.85462475,52.4251865,0,69.35199425,63.92616525,144.14295425,136.4203015,96.68191375,34.7115085,35.90723375,44.17467525,50.08986575,43.09127975,0,38.0955915,47.447693,77.0405055,65.389543,75.25327525,60.07801075
"MT0416",115.72244166,0,128.7602329,9.39393037,0,0,76.9440939,0,0,39.54253754,50.25419637,32.26822087,35.27801185,47.88059187,0,37.39329158,57.59311943,67.55500145,58.37666089,55.45113035,64.56496531,68.78806631,28.55541964,64.30895871,33.46510212,45.81399371,63.40517478,0,45.36618374,30.88225758,59.66586578,14.34312253,46.85565836,56.14335607,35.26904154,46.70195361,24.95651111,56.36962962,0,19.31731061,47.3481183,53.52674688,32.85209734,43.14436898,43.86320326
"MT0431",120.95475756,0,92.54221886,2.3219833,0,0,19.62390248,0,0,15.69137206,20.42755078,16.22248992,13.57836298,13.57853406,49.79813748,9.64266758,11.48605458,38.9288263,31.850819,28.7893424,33.40585066,33.4722297,5.49757026,13.1205529,18.3714258,13.81137394,12.66154526,0,19.25950208,0.76635286,13.27555138,10.7925818,15.68735168,30.41314822,32.50879268,9.815715,17.92798644,19.4214293,0,3.3356323,16.9758407,23.98421844,20.7490101,22.09292904,19.59173944
"MT0450",34.50650268,1511.42951388,189.19614588,193.22204088,0,0,177.28426044,55.84866528,0,180.58513188,176.55468024,188.89737528,190.28280096,192.95640948,16.62013728,183.82666344,182.90176908,256.60231428,233.00285436,201.97016832,223.55921796,226.96489212,155.45246616,145.939341,155.7873792,181.93244748,178.79333676,0,222.4199544,173.45844336,151.14913392,247.83026448,282.014592,195.08146068,185.46084024,156.39299808,200.87729964,160.74086112,0,85.60031412,180.62034228,243.12957252,218.0926998,169.22004324,206.04287244
"MT0470",220.00089906,526.35818778,217.66411965,241.72715925,327.19945533,0,171.32110263,84.28833072,0,163.70110416,162.33853077,181.13527434,162.01645425,162.2056257,256.02485601,182.91380934,176.62264599,238.87115541,239.29477011,215.37142635,219.58666209,235.79137953,186.71965866,174.59888874,161.51339832,172.84697787,155.14031457,162.08587101,215.32475328,203.40975447,113.22886782,140.70949716,142.778634,191.95340211,179.37107541,136.74789129,196.13155809,163.68601356,439.70160297,196.9679007,214.45165428,146.066229,153.52669827,159.1885836,196.16443404
"MT0472.1",72.39334774,0,107.22745432,75.16057038,133.73126592,0,47.45469148,51.44291656,0,34.97670344,31.26254432,32.40978048,28.93881676,27.02493178,0,32.95405358,37.25044582,62.56080516,54.6359555,53.09314542,51.19810584,56.1754452,30.48745994,43.25809012,39.29947924,21.10397632,45.63494376,0,31.49909896,57.98155244,39.92380042,44.92088258,17.64719152,35.4984518,33.4519311,53.55063994,34.99124132,42.15778798,0,42.21297808,44.49372018,41.64779556,47.02672142,35.43554406,48.13465146
"MT0492",155.44548604,3.11933952,257.8981396,153.16555212,630.00848828,0,198.03707388,28.50200484,0,314.1500074,299.29511296,299.02002916,287.33358316,282.45050724,699.07864576,264.1210644,262.49530068,401.62468652,357.615094,326.45825356,372.94753884,389.38954988,299.56970444,303.66396064,349.41845832,299.47308664,275.75040128,0,425.12028928,520.09804828,307.19032572,295.24024236,291.60162832,345.8818776,326.37197448,380.57148328,320.63090788,404.34992388,163.71953904,510.18149268,421.50370656,332.11242568,351.84707288,301.80459108,337.4508976
"MT0494",211.6902228,448.47813255,181.25758455,290.65282575,71.60167245,191.6062617,220.6283289,32.8477149,0,254.62530765,247.27646685,224.36881845,249.06065205,224.9167788,102.89702745,270.60767895,269.0248827,255.4154862,260.2327014,235.23788295,257.59788915,235.3658853,247.84616745,222.93544665,243.6844473,244.43878095,214.30234035,0,230.68133865,295.249563,346.8721578,268.4133984,236.59617135,292.85951415,297.4515852,191.744763,269.3143992,220.7859192,56.5494657,262.4845671,269.6913009,248.9182269,278.9416182,245.1178191,238.4553339
"MT0506",114.67823187,1521.69198253,239.57377869,38.2770342,288.99513723,0,216.71995211,0,0,55.28498568,51.40862456,60.43163359,50.18613995,65.32921824,0,50.86788245,72.9464475,71.15295676,65.68244106,64.42338297,70.20798145,73.71572039,29.68809463,45.331866,46.00339573,64.76756936,40.30082023,0,64.95840379,28.32739007,116.12587865,77.8464383,70.09334177,44.21370136,54.82295141,45.27508086,56.94228833,40.12773784,0,93.90871936,47.09787316,88.93483302,99.39094499,103.82392881,69.94907971
"MT0512",45.63625253,0,99.93028195,40.53168721,81.27879744,22.4364253,40.05762974,148.3112303,10.34075791,26.11265809,22.21846576,20.66240133,20.75154189,17.48495708,58.79861717,17.50117269,27.77987645,43.41199626,40.59962971,41.37136592,34.24147997,40.92013713,28.03207901,23.78186798,23.24041155,25.27605944,25.67873199,0,19.46045321,13.8113514,36.87955136,29.05348126,33.17596039,23.65694437,29.17405655,26.80222917,21.64802053,17.61386665,0,32.06297165,15.70259883,30.03828515,27.80623814,23.89483371,34.29211978
"MT0525",69.46942471,0,200.33633167,168.66808017,163.17723819,27.19557697,227.37756162,0,0,132.80883261,141.50009975,134.84390872,139.34921496,135.85035974,133.87338163,136.27379733,151.08413949,194.21086587,190.50973278,164.76951071,162.31796877,188.13168481,155.39801282,165.33877428,154.37306727,162.25289901,150.59079064,0,152.70420222,193.56297634,144.68106208,116.73960362,101.40657312,146.80793303,156.34413875,124.45259727,146.82294168,127.91485075,122.40154421,138.77036522,151.84222156,133.71855046,122.82294837,117.13486368,149.77451374
"MT0540",202.32039714,0,172.94483004,201.1211159,0,24.34178206,340.17992142,52.03505152,0,340.66679836,362.79882528,357.61726236,346.41810516,417.76528358,412.36905668,442.27270974,388.96098662,542.1486503,498.14468912,568.74848914,567.47460072,558.71189316,556.16187182,448.4430198,630.65808374,507.99606896,609.4549207,3300.53787846,473.15532392,461.03439546,107.53462346,110.1322282,145.52404288,661.81335978,579.51436806,577.66328402,612.62262844,521.49592844,1032.96899724,509.84436982,656.99226356,165.42306164,191.6412457,193.81472972,430.2109463
"MT0555",145.91094714,0,196.17574032,128.20873884,0,0,131.16389916,28.7222439,0,137.05230336,126.24562524,163.33236276,119.29727082,90.5369073,144.35787702,163.68499266,163.49486286,122.94663906,153.00447456,123.07261176,127.22512152,169.74966498,100.67335446,116.22138276,133.47758214,106.3579545,105.503307,0,83.80125474,83.14975578,178.45433172,137.75503434,132.03774696,119.71677396,117.43343682,126.34527948,117.39503622,115.81958136,386.2374495,129.07247136,120.16540536,109.23678192,110.56600464,147.53145246,120.36087378
"MT0568",342.25643335,0,233.66403237,325.88844478,345.79066106,0,369.9918927,332.50623936,0,515.19326059,537.22735666,561.02686949,563.82488644,570.15745957,767.13588203,552.61672361,556.6219773,613.57133947,596.16987479,592.88013825,601.4132414,604.22001755,524.80352636,571.37411245,514.94482778,517.70572762,476.70971539,0,574.31501385,416.06911685,470.14272417,539.20945413,523.81745942,564.45084077,536.28442878,459.01262771,508.28422261,510.20489619,1251.93526607,518.96749038,536.31015893,587.01782467,586.17803637,527.10719596,565.90059786
"MT0573.1",47.8937195,0,79.00460355,51.91080335,4.48446995,0,46.77945905,139.77808715,0,28.11489615,25.04724325,35.98775245,33.06069325,30.0792338,0,43.40442845,31.51129595,57.10638555,43.63792605,47.074784,35.64832095,51.8135344,33.81825745,31.02710115,20.3855653,58.44508775,35.4401667,0,39.71785055,32.92974175,2.9351378,29.31352585,18.6626084,42.11146155,28.49680545,44.35301245,45.68116035,31.81763125,0,29.14244195,34.1619237,22.1764085,30.10926795,27.8267377,34.3964637
"MT0576",67.8753449,0,75.72381124,34.89421166,0,0,6.33248253,0,0,10.98128669,10.44946727,8.22959665,5.39294877,8.3160121,0,3.08631565,10.06500528,18.70037279,16.89765627,13.51072591,12.44403303,16.47265884,9.61495084,13.2739684,29.26159016,7.05746998,11.43175759,0,13.659888,16.44510307,3.85530904,9.83407821,20.61254888,9.4251839,12.47554517,11.41176751,6.27272052,10.57128182,0,15.31753762,11.58279375,10.63340377,9.391173,11.77693352,11.3464527
"MT0598",343.99385816,0,176.16521376,520.62945536,91.14899592,0,264.37366684,116.8989534,0,99.50282636,96.04718856,89.61215148,97.82576416,107.31365516,0,112.552507,87.87311668,255.31205608,266.7114406,246.38655692,241.03896788,253.48937728,232.44393856,193.7472586,266.9429824,259.72397292,228.51282264,2381.24689256,194.87447556,284.5200086,90.80673988,121.55556696,146.53044872,244.89206676,216.563821,177.05815148,234.4438666,261.61098156,0,179.33380056,196.77638804,163.4373344,144.1353408,183.43722312,213.15479572
"MT0600",259.75481704,3013.2400238,305.97448076,292.57345092,103.48218064,0,65.80125524,224.79913384,0,107.61777308,85.34375616,111.36989156,107.01384744,121.81171472,252.45471988,106.03233556,98.07020772,238.70206768,234.97803652,208.44420592,217.03332768,227.51173192,176.27080824,181.95728404,155.38445936,199.43802124,176.71663412,0,218.61558004,242.07051916,177.75432064,149.994493,172.07865508,230.18745936,209.70099284,198.22688828,261.97226752,193.99294196,837.84504516,183.05809464,254.43772328,217.32337028,233.36982028,206.61090504,192.96172228
