"","BQ12_10_Probe_3A_S29","BQ12_3_Probe_4A_50_S27","BQ12_8_Probe_4A_50_S28","S_250754_Probe_4A_50_S24","S_349941_Probe_3D_25_S21","S_351946_Probe_4A_100_S22","S_503557_Probe_3D_10_S25","S_575533_Probe_3A_S26","S_687338_Probe_4A_100_S23","Saliva_1e6_1_Probe_3D_25_S11","Saliva_1e6_2_Probe_3D_10_S12","Saliva_1e6_3_Probe_1_S13","Saliva_1e6_4_Probe_4A_100_S14","Saliva_1e6_5_Probe_4A_50_S15","Saliva_1e6_6_Probe_None_S42","Saliva_1e6_7_Probe_4B_25_S43","Saliva_1e6_8_Probe_4A_10_S44","Saliva_1e8_1_Probe_4A_25_16hr_S16","Saliva_1e8_2_Probe_4A_10_16hr_S17","Saliva_1e8_3_Probe_3A_S18","Saliva_1e8_4_Probe_4A_25_S19","Saliva_1e8_5_Probe_4A_10_S20","THP1_1e6_1_Probe_3D_100_S1","THP1_1e6_2_Probe_3D_50_S2","THP1_1e6_3_Probe_3D_25_S3","THP1_1e6_4_Probe_3D_10_S4","THP1_1e6_5_Probe_1_S5","THP1_1e6_6_Probe_None_S36","THP1_1e6_7_Probe_4A_100_S37","THP1_1e6_8_Probe_4A_50_S38","THP1_1e6_EukmRNADep_1_Probe_4A_50_S30","THP1_1e6_EukmRNADep_2_Probe_4A_25_S31","THP1_1e6_EukmRNADep_3_Probe_4A_10_S32","THP1_1e8_1_Probe_4A_25_16hr_S6","THP1_1e8_2_Probe_4A_10_16hr_S7","THP1_1e8_3_Probe_3A_S8","THP1_1e8_4_Probe_4A_25_S9","THP1_1e8_5_Probe_4A_10_S10","THP1_1e8_6_Probe_None_S39","THP1_1e8_7_Probe_1_S40","THP1_1e8_8_Probe_4A_50_S41","THP1_1e8_EukmRNADep_1_Probe_4A_50_S33","THP1_1e8_EukmRNADep_2_Probe_4A_25_S34","THP1_1e8_EukmRNADep_3_Probe_4A_10_S35","Undetermined_S0"
"Rv0004",169.07528881,0,170.600397,99.12692429,250.40035979,26.18250644,88.01055275,82.86118792,0,95.19336581,91.97793011,96.29811589,103.97077429,94.1098406,34.30793271,91.63022975,84.15898744,146.61875986,144.09608278,138.72134682,133.67097267,148.68030242,101.48138767,124.18424841,93.01724418,118.50382148,87.93384378,0,77.06406824,104.52112372,148.37910302,118.37559156,162.04827158,104.82082593,104.22450396,100.6736977,111.27072045,97.1975748,0,84.13644152,94.62989395,117.63131199,132.92158504,118.40535922,122.98068379
"Rv0005",505.12116411,495.39947715,389.58948342,415.9654443,182.44637334,81.0214956,381.15729036,46.44446508,3.54271482,649.90250838,654.06877299,602.1797058,613.08992124,647.16826068,669.93122142,646.15386501,642.81865923,585.50042295,599.77401408,578.0846709,606.5381394,586.91951703,673.52441895,671.91222618,650.42063019,651.56806593,661.73675265,871.12964376,694.18179513,770.39980974,749.69780796,793.6281783,791.50427865,677.13221277,662.31707139,633.12151635,683.88834267,625.44963195,775.60547895,731.87871291,674.08632963,729.9372204,690.02352594,696.44691621,629.06160942
"Rv0006",351.26974472,925.07997388,312.77957466,352.75114004,106.72740498,30.0904472,373.36175934,79.90952428,2.77370902,607.75494212,620.45159674,626.84233868,613.96545576,641.83715256,552.00161112,573.5402029,562.63742966,578.24718792,583.89434132,577.64516216,589.83473836,572.79914388,584.91780318,576.16033392,585.33481262,571.0721141,563.73524134,511.5240514,549.61970668,570.08686606,575.23290348,561.09659062,577.23754808,571.99620196,563.24442412,537.27835928,547.23057504,532.17342656,786.96420692,530.34313816,514.33055384,541.66581172,560.09661716,564.1769136,568.1225131
"Rv0007",237.73787403,8.65162216,273.72091143,241.90543293,210.88725117,0,399.24563523,85.86491674,0,481.24403059,490.53733799,503.45526162,493.58883235,485.94151738,455.97036524,467.78599359,446.22238933,409.28172819,414.20122072,435.88563609,406.77383667,409.82306759,384.5367647,350.81273473,364.06951419,332.88704441,366.07388462,489.64865486,373.73581764,349.37639343,461.57228493,502.26978492,440.88199127,334.04064433,330.24966526,346.93800838,309.26238941,322.34903363,77.78358715,345.8951284,347.89393454,415.37754935,378.90259099,431.47079637,424.23316404
"Rv0008c",94.87117668,0,152.02749044,101.38410044,146.81475228,0,183.48878954,28.06098484,0,102.02509968,81.23635086,98.24837008,81.97002702,82.27340366,48.52633184,79.6881239,71.57560424,137.18293092,124.20661428,128.46143296,106.63234218,129.12874548,77.15605114,90.00921776,67.7586308,64.3857907,67.93624544,0,77.54939598,84.98686392,97.68602046,77.1274161,71.4216909,80.88412052,79.00668734,85.4446376,81.13912716,73.4222741,166.67992432,55.00646074,77.76570662,71.19609322,70.47770198,62.39642934,100.67470602
"Rv0009",506.78366424,1031.79797595,362.76163317,739.49016903,247.27658457,28.48605705,972.19135743,25.45105125,0,521.84872791,518.61328488,493.25578344,516.81970278,534.78798174,579.06222477,554.3586393,544.4039322,571.38582396,604.26107394,569.86766817,608.60419149,573.4323543,597.37168539,607.83601977,570.34903464,614.42386641,599.2774713,807.08172552,778.86381972,620.06912643,600.55946745,591.1946931,646.47125187,620.87563212,635.15816049,676.06750173,710.75592051,614.69509557,521.50176351,601.84370208,715.62918474,676.49812932,681.12040398,677.35453446,576.74353257
"Rv0010c",221.738454,518.7511084,158.2054278,208.0376711,128.9619961,23.9030617,256.1696095,38.5363496,0,267.133846,265.569185,232.1021423,242.2588819,242.7315758,261.531326,245.8486891,275.6114774,314.5169342,312.3912722,305.2115829,315.8082851,304.9383477,283.6272005,254.5605328,249.633461,250.5429717,258.5974181,33.8617657,219.2085567,251.807059,162.2716739,173.9653615,232.9377267,271.9849692,273.1773772,295.8011469,246.1909072,264.2339427,206.200449,305.3529192,260.3691027,262.4469785,257.3079397,282.4099257,269.5316197
"Rv0011c",384.66211321,0,222.09144743,150.6027144,12.10338793,0,267.91949153,0,0,216.47168348,212.7500099,199.39098528,177.89157582,226.97992224,216.22530495,212.44249729,260.79334564,158.05943464,158.88454003,141.77689098,141.90570922,160.09453085,190.43552486,202.85945733,217.25605556,190.38367006,189.20090301,0,197.90705101,225.29798451,125.50587819,159.47049927,141.04839927,218.0999242,214.003395,196.21412825,247.81606787,206.21309829,182.59023477,212.70422757,265.2161507,184.59824367,205.59322874,235.07534351,190.16301424
"Rv0012",140.3654607,0,183.02226453,194.91350805,151.4951532,0,275.86707678,87.53896674,0,146.90498796,150.12308664,151.21297566,149.21146584,125.59807287,80.67370887,119.36013372,111.52782387,219.2303169,210.48561369,202.6009629,193.0752981,218.57035752,147.8786067,160.04169477,159.18424974,163.9043982,155.02295187,0,148.64691762,172.53254142,106.8035229,127.27172754,166.2095241,179.7563637,172.62515205,196.23806217,163.05091254,162.23904855,92.36698389,182.80469232,158.4124623,151.8225255,134.99278875,138.00934584,156.82021614
"Rv0013",128.95694619,345.26991854,169.08590262,147.62922559,113.34761448,0,188.93033832,44.67890822,0,219.46034738,225.18125223,210.40646773,229.34596668,224.60058866,189.09959408,207.46053513,190.77310038,285.8226431,278.37208075,244.07552941,262.39726489,271.69991441,240.34608703,213.28912996,211.51164367,192.23473617,185.02141264,0,176.90245047,211.98943022,182.4994216,179.47878785,154.68462387,208.89620099,206.00250906,178.28617647,209.40075963,202.3418519,216.50859912,202.60135066,229.97305526,190.20446921,206.34954353,186.60828566,209.87844591
"Rv0014c",140.95951008,323.2861632,164.32555584,147.09427296,118.6133616,7.6161216,115.0846896,35.63078688,0,159.41856576,154.91997888,151.41599904,152.05227072,158.0887776,92.78433696,158.75632032,152.51074176,175.10945088,171.82274496,160.50049248,159.0687744,175.92301056,148.3498992,148.77342528,152.14018848,151.16976096,158.29417536,0,155.74635456,175.93565568,104.96321088,124.76555424,123.81605952,161.411112,159.9979344,165.79127904,161.018088,170.30430528,171.39332352,132.07554432,169.0592736,126.02075328,133.95462624,129.88084704,156.59332128
"Rv0015c",183.69969968,226.57823434,250.68448694,311.006457,371.91421115,25.30872874,298.2940913,48.75407917,0,319.93895525,328.72698813,344.10154641,319.87420503,297.6514796,274.26686918,300.71038954,324.86368875,315.01304803,313.14771352,323.42578394,306.04905496,324.90956164,301.50597608,295.05873212,265.90929811,267.12634794,291.12060809,0,275.84327295,209.58384465,308.75565328,306.80571312,304.33425004,291.033655,282.24474183,300.64104225,271.66033049,302.75315139,56.95466519,355.91484259,285.67621006,311.50968945,305.17531823,316.91095327,316.08240476
"Rv0016c",180.93841226,610.25420676,204.5192279,185.8297706,156.45127162,0,172.01779192,23.476407,0,246.85071662,252.6466391,257.58937312,255.68899086,255.71136414,310.44852588,261.1629867,236.18425538,289.1782693,285.99121628,280.58651546,266.11017466,281.0705448,282.67261666,247.58043772,257.11445882,243.71586792,281.49242614,0,237.00067294,286.27150376,172.46598258,200.17321826,206.81735736,262.72010484,255.293626,260.6513015,265.36667742,269.62205456,317.75485192,290.5149692,289.33664312,207.78800554,226.42629432,205.26831846,266.9287674
"Rv0017c",137.9983792,0,170.68969466,133.62050092,100.773144,23.03660124,96.52709218,49.94556842,5.30860602,169.93176516,177.47376906,170.7627271,165.09477048,165.60425408,190.08813744,189.78612796,163.0521868,207.73932268,197.09450554,186.39622168,180.48040032,202.08085834,170.28840368,178.57555156,181.84477028,171.13331346,188.7486605,0,209.7106174,212.21677304,160.24944584,138.2051753,139.88705234,193.39445354,188.67049448,185.84876896,189.69730734,169.60195686,259.20694914,172.29049988,187.42739324,171.3342011,178.37224242,170.44124876,182.17796868
"Rv0018c",211.03539837,498.69766089,197.80532654,249.52778432,172.46801771,10.28935006,206.77188748,170.83282964,0,251.52230229,257.42081163,264.51269444,266.08758335,250.63194158,188.7553328,236.16156533,231.1866002,307.79819994,306.2306114,298.84320582,282.82496151,306.08621577,289.27659239,291.07485366,280.98621637,286.24210353,279.0647021,0,238.31801878,257.47144017,261.15916993,246.53889907,240.10594576,288.34129174,269.35871797,263.90221285,274.26627319,274.68722959,185.24091572,242.79570546,245.41540057,253.85083589,250.22236238,240.84328313,261.53509158
"Rv0019c",319.94260875,325.45970505,238.3372917,319.99734045,46.01890665,0,445.79498175,74.4489711,0,427.7514906,405.08681175,444.27541365,426.42465795,412.33934925,678.05094735,399.6309069,403.4280654,537.6788181,514.3008654,522.6708222,504.3270114,536.37735465,482.9201046,461.55559725,442.4137137,438.3729639,511.5828375,0,453.78181665,450.78872085,453.4770339,418.55057505,417.6228375,491.92346925,465.0369327,496.00814535,469.5103683,497.35741095,378.78130035,396.83970765,439.1810199,447.6813462,431.7748578,431.18655075,442.514016
"Rv0020c",549.16185198,112.24533066,427.31807118,753.18610284,148.33701024,45.44947344,815.7534081,235.29754518,0,870.4157664,855.12003108,857.68674516,847.55213172,884.86169094,739.5978249,858.18244128,878.97602406,784.20478668,794.33875608,833.52075426,837.84161862,758.6442345,793.3826787,761.65973712,764.17256652,798.52898766,760.04534352,778.70973006,839.8238664,764.42867976,893.92204566,863.15400072,913.91487204,802.57237812,791.6475276,781.42833024,814.1771202,798.1415976,613.67576814,854.8836684,826.87297338,910.55319792,922.3151931,897.2770647,822.26905344
"Rv0021c",189.79805106,0,217.96402077,92.55603123,0,0,117.20845539,95.71609395,0,90.31197807,92.74180599,91.8705375,97.71818589,93.02964336,21.44705283,95.72385033,91.15411284,147.41066403,145.84661838,139.49130546,133.12019601,144.8409375,105.12401535,90.99974196,114.81655806,111.18382911,91.72496349,0,117.21621177,133.82139168,65.7145107,84.18661344,95.82695343,106.37903547,94.89807963,106.27177041,110.37167937,108.8324163,1.99102491,89.66507706,118.58568579,94.68042804,101.81175732,90.47363238,120.38043645
"Rv0022c",48.00259852,279.89742188,135.07300864,8.9484834,0,0,0,43.418191,0,4.3720422,4.15876844,6.15097736,5.7518228,5.14498488,0,2.86703664,4.8377924,9.42199028,8.28133904,7.5858234,6.51861604,8.06373272,3.51782908,3.1844316,6.64377112,6.73147052,2.44593976,0,8.87308288,3.75052948,0,7.68952532,4.88712768,2.89624648,3.34592428,5.53743096,3.90587272,4.53814696,0,1.9852908,4.99935496,7.77617652,2.45935672,3.45465756,7.86890728
"Rv0023",113.53549508,0,121.14016327,31.66895989,80.39605672,0,45.91777801,80.92251753,0,47.677567,47.34407154,58.98020299,63.51520956,57.24158977,52.24539143,42.83803269,42.07277153,73.85677727,68.66284674,63.15824658,63.43215654,70.58745839,44.38129714,57.44518884,45.74039656,52.28975971,37.68159519,0,41.1809141,26.27060526,45.27572133,24.82854449,21.23572218,47.45655063,45.56219008,55.52626073,39.16279905,45.28323827,0,34.97925526,42.41543399,25.46015079,28.4351173,36.83364769,53.17932539
"Rv0024",83.01753912,604.02773912,122.2177725,63.7437279,175.5678253,0,39.78517388,33.20870306,0,56.20943332,56.50499136,65.99459634,57.11567794,46.5599591,0,52.7746801,49.68088848,67.44855402,67.65034762,63.14234818,60.34359272,71.52434984,47.30850898,51.5939266,49.269821,42.7037008,41.90452856,0,59.60191426,42.82355924,48.77473084,46.67946962,64.65553924,49.08872864,35.99258494,43.13320804,46.65441938,45.9858911,77.58903034,46.32841834,38.0041714,55.02450478,45.473144,54.86454856,59.17110232
"Rv0025",316.1056452,0,176.04279895,113.89545425,0,0,191.1322602,0.9527517,0,150.41337675,157.758693,138.94295625,161.1921067,143.0997555,103.6950524,145.54122135,138.47746235,219.06263375,195.42872875,192.5412086,188.2078682,207.12481765,137.16888145,109.46914185,158.66929035,94.8411598,165.7082216,0,95.81387935,204.4325387,131.05301425,138.74834895,125.87299475,135.14335965,145.625847,148.05188795,132.0525689,144.41604885,219.64138445,113.5488166,136.7081418,140.50826665,120.18205185,117.59679635,154.4205756
"Rv0026",99.50929065,0,142.9075543,56.72256856,207.3481991,12.38192613,82.24030395,54.51910912,0,71.91830205,74.74623415,74.40336106,73.12467421,69.99942628,32.44890446,83.98341623,79.81631952,115.08768523,109.41660212,103.37171075,94.69325166,112.38866625,73.20812954,77.78742993,86.07258464,74.25216666,84.7534135,0,77.93335242,86.25292375,65.39824249,69.51371427,78.73736843,88.01493533,79.94314377,81.00230033,83.87380029,77.59704435,111.45663235,62.9784358,90.26524514,67.47816019,66.97126107,64.85782198,87.90541886
"Rv0027",130.31243098,5.95590066,161.31528434,69.41108364,0,0,65.28321938,4.52010906,0,48.83469714,50.6317784,55.9589165,42.46035324,42.73631502,0,47.53824026,42.43071534,73.62010452,66.50247136,52.45674124,53.43120612,64.52448914,57.85991336,54.85521574,45.77548042,37.00756508,56.61190164,0,53.1037988,66.03521706,30.1018612,48.7719087,65.94718152,56.25551504,49.18332666,30.98704648,50.743012,43.5234391,65.71176146,77.7211849,55.44285114,51.60082796,51.33716042,45.54920786,58.25852482
"Rv0028",143.86215375,0,198.36959625,48.77404875,0,0,46.99681875,86.13383625,0,58.67946,65.53567125,69.35985,72.39897,56.21308875,0,58.68772875,60.81681375,93.61130625,91.736505,78.62108625,78.409485,92.7657675,68.77654875,96.50127375,80.74773,83.73747375,43.88241375,0,67.398975,55.8433575,50.48434125,73.9205775,59.74723125,84.8740725,77.5289025,79.75744875,88.39585125,69.67981125,0,58.76065125,79.04743875,71.50759875,71.1920475,73.7448075,77.1606675
"Rv0029",68.7149696,325.54507008,113.1317888,35.82487168,28.14223232,0,52.10604544,20.0910464,0,75.06589056,77.94786304,72.9512896,74.73909632,77.63997952,148.80898688,72.86109184,51.842464,114.88676736,109.0989184,97.3732096,91.99183488,107.3911104,69.80106112,62.54476288,64.26850688,65.30965888,57.6585728,0,58.37866752,65.62476672,61.04954112,50.01120512,59.4104704,75.46524672,76.4593344,63.79913856,86.47043584,70.45167488,0,54.31052544,76.0497792,67.26872448,61.4316864,63.59228928,74.8189888
"Rv0030",164.00522232,0,224.32624671,31.70482584,41.61781671,0,16.69213671,44.07922761,0,85.87288221,72.87573789,85.94398431,80.2678797,85.51952874,240.78917901,108.11234085,80.16554061,149.61184047,144.64747587,135.71441574,137.05017654,156.45465864,105.77843439,85.82638623,128.07533394,69.91101999,86.888364,0,102.2735802,109.85681889,52.88590176,53.46174888,70.09980006,100.52806359,99.37964484,105.37115517,113.23824303,117.9855465,0,112.60120017,106.03448184,57.77980338,63.16654641,64.1013393,107.85669285
"Rv0031",82.13116329,803.80098764,178.99355822,44.50268739,105.7426009,0,50.81617447,135.7244288,0,55.73932943,61.41178443,41.12181488,51.21673019,50.72639782,0,56.28701166,53.01494309,85.79565855,79.30958591,77.00210268,72.4662826,83.15622504,53.6113995,53.1263376,74.0804757,52.31906239,37.96382072,0,86.62294368,26.5729951,39.23972111,47.09870652,56.61985524,62.99346141,59.27831604,100.39450313,46.15216584,52.71122109,0,65.25878088,63.63315354,50.56810506,62.02065771,51.58128592,70.66914166
"Rv0032",63.9109712,44.3062624,147.9468896,18.8467712,63.9976304,13.668648,31.3258848,26.801104,0,13.5046752,14.2980128,16.320816,15.1684752,15.7661216,8.955256,14.9446528,14.3980768,29.6504736,27.7070608,25.3680176,24.738464,27.6704336,16.5216048,17.1452112,18.2141968,16.4295648,20.5427616,0,17.3898016,17.5959712,18.878112,17.8907824,22.4169792,19.582336,19.6127328,16.5773008,17.889272,20.4124896,0,27.834312,20.246912,17.1995856,18.2051344,11.9990896,25.8895776
"Rv0033",89.66075006,0,154.45186482,6.13473074,296.51228502,0,52.89500922,0,0,11.70544376,5.0078175,11.05221114,14.42935982,10.5857126,0,5.87707362,11.90631756,27.16588094,21.53703796,22.21754004,21.8441841,24.34927116,16.8846212,12.51915098,28.6430328,15.284364,4.10960862,0,34.12643866,14.37302538,23.58684848,12.54911372,1.1592326,21.74947042,17.84320444,9.79916262,12.74785534,17.99907802,0,7.67674576,25.5451997,13.2054885,8.05649824,5.89401884,19.98110766
"Rv0034",53.50628941,0,141.39481993,40.0026249,26.68733697,0,41.62760553,0,0,20.22525519,14.85590232,17.43217434,15.36664892,8.54249536,0,15.50860339,12.25554043,32.83387247,27.88593724,25.68383363,27.41437545,27.18267846,18.82359696,26.85741352,16.82062249,15.44584566,26.48655359,0,9.3702357,18.74305615,21.88311384,24.12471243,38.72213975,22.79511703,24.41771969,53.01280894,19.48839466,21.55795229,197.03104673,1.03141864,20.3430164,28.28595315,14.71487836,18.29610118,20.00379381
"Rv0035",100.35461488,171.59137646,165.76972,59.54817783,19.48311044,10.9138113,31.18643353,13.07379458,0,41.95974255,38.32199687,47.40200457,44.17188778,45.66209248,62.25054968,44.87162359,41.29589799,78.2697238,73.87041365,71.78776405,65.14223591,74.02163545,53.20863456,47.18426432,50.91188169,47.44373413,61.43462193,0,41.14046495,64.68005232,58.46789906,44.27429748,45.90557872,52.7534378,53.65158044,48.4637156,45.12458512,54.52292428,42.76408939,55.24457768,55.50175045,43.54795429,47.56825284,56.13898763,61.0103395
"Rv0036c",230.740083,3.159891,207.965772,267.8767875,33.5823705,0,266.156604,59.1540705,0,211.391964,206.7574005,230.753691,230.460741,220.920021,160.9487145,184.250241,173.523546,278.959275,272.5936605,274.288518,252.545013,278.344647,196.6415535,213.573213,204.412005,172.1486655,240.9543045,0,181.733139,215.4411945,134.5796235,164.3949405,179.365725,195.863535,211.601376,187.7009085,207.0167085,201.514068,92.1387285,184.1150115,191.4298785,161.32473,177.88113,172.374426,225.1130805
"Rv0037c",123.94603756,23.67864352,220.42249324,126.13616464,40.32842464,0,104.23032116,20.29626012,0,120.8321358,117.44200684,130.03143476,129.38780672,115.46082324,183.4591878,114.82074136,123.74903904,182.77393904,167.98449212,178.65264788,162.37521356,175.8354104,113.3921988,104.80031972,110.54183272,109.7144576,104.69860092,0,120.99516584,102.2035974,180.07521796,157.98040148,160.18060712,112.38648916,119.73497256,129.85533992,115.74115652,111.08243548,0,109.65715912,109.81720292,136.80329388,128.87659976,135.86104184,140.1171804
"Rv0038",229.29091015,0,328.17591605,222.9654865,84.33564475,78.7566209,282.3652946,123.67076165,0,404.25224845,441.9152124,449.63598795,401.69057535,434.4742891,343.99238335,418.49410585,408.20488735,483.87007055,483.6289304,485.4342873,470.29146775,482.0459297,393.7340946,378.26193615,370.6641621,433.44460445,380.06328835,0,374.3854819,417.8301838,289.2909465,262.52038515,291.07961715,401.8274026,407.0788992,394.20560035,398.05201935,419.3828632,619.51917595,430.78986975,411.8374363,318.3212075,360.79515105,361.49196885,415.1460813
"Rv0039c",120.97032192,1463.53704,190.26265328,340.58085096,283.73694664,48.83707248,414.00471728,20.15969312,0,287.58487632,272.25559536,324.47038848,334.4738096,258.51959224,370.9867224,280.72270296,228.69025648,395.3551868,379.40355544,407.48909376,374.39728368,375.21840104,298.76853328,264.84800384,255.9101804,288.88785912,281.09297104,1383.67873952,254.32308552,281.2734932,470.28222192,430.82338208,420.65900128,230.85033944,280.45288264,235.6726428,254.5134396,286.61638152,0,339.39797976,185.1426556,436.47805376,352.46247288,445.41070784,329.23816016
"Rv0040c",265.44346482,0,222.62533209,234.33013554,31.43608125,0,255.30350151,111.96392814,0,368.60666823,379.66094781,407.30442273,397.64656956,391.31692998,412.52032686,384.86090628,345.18977751,427.21218552,434.07167379,446.8948389,433.49566143,421.34182032,396.84426663,402.41245173,388.65055971,365.57866614,414.34767981,501.1799682,404.51009346,489.26413083,222.84552,295.04372814,361.17687654,393.68584479,402.31146255,390.89633859,354.14011584,382.84023681,398.07710238,386.7029253,387.57747585,304.66388262,299.55093627,307.64503203,377.94442704
"Rv0041",100.88905814,39.48420268,156.50445044,102.84563458,125.18830623,0,114.79348335,47.16507042,0,61.97550879,59.93094146,65.62087103,59.63340617,64.80799858,70.20794001,64.49066312,67.04568416,105.26507329,101.5198223,91.03683095,88.10054565,101.54068795,71.18454122,72.17614794,71.92487224,76.96654602,69.82578785,144.95020774,87.72389847,64.35419289,60.34532439,74.60419928,74.34164725,80.14522802,83.15494265,71.396039,82.56440036,80.05705955,86.19271492,87.37184612,81.28040817,69.33682132,76.6896988,80.2182134,83.85576212
"Rv0042c",104.23837704,0,172.72582446,80.6732654,0,0,131.99217962,0,0,215.19280818,188.75449894,189.53031664,185.94606604,207.48870744,158.70123248,195.22988198,193.6007101,219.86836662,209.15139392,197.13595692,189.97669488,203.60536168,147.13778968,146.97836888,136.90514824,143.0625049,138.77979192,0,172.49403024,118.1520991,121.60890364,123.26923504,96.40275414,150.16506386,154.42368256,121.766694,171.40344704,166.36864832,109.0225409,162.02687718,155.9914412,137.49880956,148.9031033,158.30105004,173.38117076
"Rv0043c",128.2370112,0,162.1310806,36.4653713,159.8444864,0,73.0935733,47.5240058,0,61.3540173,57.599373,60.7353212,58.4509223,60.3838461,45.2567908,67.0714112,60.5859651,92.5325763,87.7845966,86.8624949,81.4201191,90.3708114,58.3154193,75.8326264,64.5070737,67.8682294,59.8329772,0,61.2055696,44.885558,68.9524805,58.2823384,50.7828908,58.2921037,70.2411973,62.8161628,61.8005716,63.4281973,77.7248236,72.5495931,59.8730982,60.5307041,46.5591336,54.1201253,80.169328
"Rv0044c",46.961407,0,131.055274,40.165582,168.15028025,0,80.56572375,61.5315475,0,57.43446825,51.04711475,58.230383,53.52429675,53.5700535,24.9416705,49.933881,35.48386325,82.766831,76.19708225,71.6224,64.760512,77.96814825,53.7891805,64.76746125,61.55799075,56.31915875,53.01979925,539.2969975,33.4612705,50.97256825,45.352069,53.54740075,38.49604725,58.24653775,52.27234875,48.38844,51.48175875,49.79552775,0,61.96303275,52.6209845,48.3027025,48.83779475,55.1746985,59.86201275
"Rv0045c",184.85972873,0,173.58183674,165.5019832,448.02191349,0,133.4830507,238.85959816,0,171.38228786,159.09684752,168.31328884,164.07512898,165.76189309,118.02250797,164.45463404,147.82107567,256.34477822,248.5893061,240.13322408,227.30531701,248.63161253,195.29534692,189.36560445,202.36533923,172.89905529,188.71433599,0,171.71611354,199.92496172,184.20537643,182.62558302,170.33956446,208.20343383,213.86603866,184.04626956,189.52808427,203.19845788,81.07762292,231.29012014,203.92046192,193.75612528,212.46703537,203.81233478,193.34848018
"Rv0046c",491.33909148,639.80503116,300.09823062,357.0993279,515.6433561,102.89088276,494.018349,120.33944574,142.26398694,1553.24960874,1558.91685198,1564.85304684,1621.44069996,1630.09515468,1950.75129612,1682.27612406,1561.14530826,984.24185742,1056.44215692,1216.61547642,1315.98947076,1023.15196608,1966.92613752,1913.18342928,1976.76498588,1888.9592985,2028.76323462,1665.80600688,2071.4699259,1858.01321604,1231.90700676,1311.74005452,1186.76397576,2138.68537794,2027.44199406,2213.48741418,2051.25190644,2015.4367254,1885.44018414,2137.0156326,2125.51652334,1558.70925888,1777.7934354,1614.06596718,1364.19994386
"Rv0047c",894.35345854,0,433.02683096,335.59263798,65.76288892,31.0364829,237.59629257,140.12028743,0,517.11108472,508.7424211,524.02778088,482.55906355,544.90250176,807.31863322,541.77684178,529.34707161,663.10437247,669.60907814,687.75434946,652.28014904,646.34191773,612.21505386,633.41221082,578.46007699,628.448826,579.13078022,0,625.90250566,604.55769951,525.53241558,566.41676777,593.2140404,626.40505566,640.99940919,646.95955168,600.63429166,639.63820226,683.34125689,540.66680934,615.43268049,635.6192094,636.73808672,641.93666494,572.24453859
"Rv0048c",87.13538958,0,141.84456644,80.68262464,58.26517963,20.29608037,111.60722207,40.49422244,0,217.87912361,227.56353652,238.31410787,242.51397598,227.05520515,319.13690012,263.76237468,238.32169019,318.08748597,300.70027842,299.61990313,308.23510361,306.65261024,230.23525122,270.90302454,262.57953276,242.41287838,240.7555096,0,266.69409977,249.48949976,214.05563344,196.60050094,167.63424827,252.36519993,239.23788719,238.25955729,245.35176455,235.09657144,182.69715881,216.07853323,250.10724822,236.93939113,210.67507713,215.37221906,247.61045343
"Rv0049",497.76383806,0,297.97462804,606.25814802,8.08614768,0,505.53510862,115.68916612,0,346.6879897,358.69773428,364.280996,346.4427985,337.72012156,465.8224148,332.92760146,308.75637336,433.90432772,432.70482656,412.5621544,412.27975436,428.41763692,356.5870467,346.87500176,367.9196119,376.29020288,355.08008868,0,353.88542682,346.22363198,378.99558666,302.48033896,317.39420124,323.4356909,318.23387356,332.75865612,339.1419079,335.36144674,312.58727078,360.42471914,364.71051076,321.64934396,297.51188342,297.4690825,376.6814334
"Rv0050",146.60940753,88.25853732,209.54781342,228.6780522,11.47041459,15.25598409,183.04771488,70.32300018,0,225.04965102,222.04232418,220.95048624,208.28425797,210.83527773,271.22238585,210.25692426,199.04515164,297.30148458,285.4801287,273.05456442,269.17586157,291.45947511,217.94603217,226.68536919,228.61290519,223.85077923,234.20044284,1296.72324771,219.84928863,226.94679126,268.42347384,237.87082353,266.66886006,219.98217741,220.73669655,221.99422845,237.31776897,218.85262278,102.99612543,229.80946023,231.70270833,258.46052214,257.18844105,256.31975247,243.11891097
"Rv0051",110.24350806,393.87821648,182.29760164,101.24151842,73.51304282,0,85.08953908,3.36335594,0,108.83303998,104.3591318,114.23329162,105.16230956,110.80143396,103.35937962,113.3109719,101.21433364,158.05957328,147.7168931,142.62705828,138.41390808,156.50896128,104.1888589,107.16377672,117.655139,117.29211914,111.33207694,0,123.95504002,99.58942966,150.38109968,118.93763252,117.44374544,113.02253844,111.52354808,88.82828052,109.22226322,115.72923964,0,96.70283784,107.40824346,120.32444886,116.00864422,114.72781908,124.38724858
"Rv0052",78.5314764,0,118.70519382,34.89362388,0,0,50.57083206,0,0,80.29295424,70.78996782,77.17066182,66.69339606,66.54823758,89.92826388,67.6963008,64.4667093,91.25472798,85.15604034,80.07484716,71.70071724,82.97875548,70.2259551,61.55218188,48.97916748,61.21227834,56.98356804,0,69.26090976,75.36716928,83.27018052,75.09587436,55.18081422,62.29912014,60.59221524,61.11328986,56.62741266,58.6903806,0,46.13407974,69.44226552,73.70080164,65.06747334,60.37521624,75.9962817
