"","BQ12_10_Probe_3A_S29","BQ12_3_Probe_4A_50_S27","BQ12_8_Probe_4A_50_S28","S_250754_Probe_4A_50_S24","S_349941_Probe_3D_25_S21","S_351946_Probe_4A_100_S22","S_503557_Probe_3D_10_S25","S_575533_Probe_3A_S26","S_687338_Probe_4A_100_S23","Saliva_1e6_1_Probe_3D_25_S11","Saliva_1e6_2_Probe_3D_10_S12","Saliva_1e6_3_Probe_1_S13","Saliva_1e6_4_Probe_4A_100_S14","Saliva_1e6_5_Probe_4A_50_S15","Saliva_1e6_6_Probe_None_S42","Saliva_1e6_7_Probe_4B_25_S43","Saliva_1e6_8_Probe_4A_10_S44","Saliva_1e8_1_Probe_4A_25_16hr_S16","Saliva_1e8_2_Probe_4A_10_16hr_S17","Saliva_1e8_3_Probe_3A_S18","Saliva_1e8_4_Probe_4A_25_S19","Saliva_1e8_5_Probe_4A_10_S20","THP1_1e6_1_Probe_3D_100_S1","THP1_1e6_2_Probe_3D_50_S2","THP1_1e6_3_Probe_3D_25_S3","THP1_1e6_4_Probe_3D_10_S4","THP1_1e6_5_Probe_1_S5","THP1_1e6_6_Probe_None_S36","THP1_1e6_7_Probe_4A_100_S37","THP1_1e6_8_Probe_4A_50_S38","THP1_1e6_EukmRNADep_1_Probe_4A_50_S30","THP1_1e6_EukmRNADep_2_Probe_4A_25_S31","THP1_1e6_EukmRNADep_3_Probe_4A_10_S32","THP1_1e8_1_Probe_4A_25_16hr_S6","THP1_1e8_2_Probe_4A_10_16hr_S7","THP1_1e8_3_Probe_3A_S8","THP1_1e8_4_Probe_4A_25_S9","THP1_1e8_5_Probe_4A_10_S10","THP1_1e8_6_Probe_None_S39","THP1_1e8_7_Probe_1_S40","THP1_1e8_8_Probe_4A_50_S41","THP1_1e8_EukmRNADep_1_Probe_4A_50_S33","THP1_1e8_EukmRNADep_2_Probe_4A_25_S34","THP1_1e8_EukmRNADep_3_Probe_4A_10_S35","Undetermined_S0"
"Rv0209",70.39812582,0,101.13506073,53.93555904,0,0,60.48724374,74.20983669,0,60.86693778,63.141177,69.91101018,71.3083173,65.24839629,45.24349896,61.13704113,55.05821805,89.56637415,85.42578792,88.15212747,77.28539973,88.34672583,43.4861229,63.11091303,65.14789512,53.47788105,64.59271137,0,52.08356934,61.65535035,47.45886288,33.22570746,35.17417002,55.86728862,47.8181055,56.37599187,52.22838192,53.72680995,0,58.77386922,46.91359497,43.48891173,41.65334514,35.83512273,67.2262965
"Rv0210",61.0666238,0,127.00872639,41.00521061,96.49268993,0,28.4767119,19.65256111,0,29.05883253,24.39867976,35.86268231,30.70215876,27.87947526,33.07352139,31.49867994,20.95870777,51.85480391,48.6684107,48.83355568,40.77805914,49.82452839,29.20495396,27.06506166,28.24297931,31.04859303,32.4901668,0,28.34622063,24.41780614,37.72246569,32.67577495,26.5270551,30.09278818,30.5446232,32.50877903,30.07047407,31.3096784,0,35.44663213,23.17469427,30.88108296,32.30476431,35.91008694,38.2147129
"Rv0211",387.15967108,93.3713928,442.80956244,602.33204668,179.91106476,222.58964868,623.61415508,274.61278628,46.04314596,222.94118392,231.84680512,226.66951496,226.2536598,225.76810928,192.9208344,200.0548774,201.44118484,329.44097676,321.33787168,315.45278436,307.1869332,325.84823656,256.21793792,269.8419906,249.75925408,254.09260016,264.7246644,0,245.47910632,241.18236884,225.956157,249.13857612,253.26506044,275.12224824,271.59114024,237.71965868,263.264491,268.29534676,401.3474962,259.84404292,253.25477296,271.36444496,260.63497404,257.91212832,274.85653468
"Rv0212c",136.26654721,0.21480302,142.10028079,98.14778214,145.89046202,0,80.30649095,55.4644099,0,48.66724436,51.32347546,53.73549496,57.93378473,51.29759247,49.09719436,43.23697586,46.07309804,106.12842805,97.01151028,94.56457884,90.56441003,101.08348074,62.2593397,60.5988728,72.59602562,71.98351885,77.11471413,0,58.50604818,44.39930269,57.80669151,61.82629406,67.39259874,76.17802506,78.83984551,67.44273091,79.31046878,79.90147805,93.01753275,71.09954165,58.25727911,67.47755686,68.04345705,68.55509755,77.94752728
"Rv0213c",91.05604308,60.25934436,99.93329946,35.96981694,19.6121667,0,18.6222705,79.26138534,0,28.53029778,26.37721284,30.6106986,31.62665748,29.90506368,73.78271862,28.19714874,29.91849972,52.14850884,43.735929,41.08935288,39.2797773,45.6538023,28.5374205,32.8555695,34.67534352,29.3787918,28.79990892,0,32.50785126,29.55775014,25.36845762,37.63742376,33.5807919,35.47567824,38.8872183,31.09164408,36.1449711,33.89459628,64.7665692,37.50630096,37.59590154,35.39392884,32.22488502,42.02340048,41.86184424
"Rv0214",39.1380696,130.8139398,95.5044272,21.19013,60.0513164,0,25.623058,70.278777,0,14.6773442,11.6656276,12.580793,12.0152276,14.4210874,23.32269,14.0914146,15.0274686,21.8695776,21.620575,18.8388952,17.9736352,21.9240278,15.9283004,16.3673106,13.8136574,12.3309164,13.779921,0,13.8281658,9.8328496,14.236149,16.0630712,13.8949394,12.744231,11.349764,12.4543252,15.67956,13.155448,19.2353416,10.2648678,14.0701764,12.3486586,12.9835322,12.5356072,19.1765214
"Rv0215c",55.47250328,0,86.09371404,28.4790736,41.55665216,0,15.11805848,47.85009108,0,21.52895336,25.3795152,26.29066876,26.07080324,23.90515608,43.7159046,26.7068898,30.96191768,34.52932508,30.65008104,28.83473288,26.2103586,34.96247332,26.53131712,25.40058016,24.71248948,19.44211172,17.42627028,0,23.80500348,20.61272164,25.7260526,23.55165972,23.1343102,21.00204724,24.77559032,14.93750168,26.97133028,23.28496228,0,23.84656916,20.5209386,19.8052942,19.7488702,18.58390268,29.20562664
"Rv0216",40.0019934,0,83.84838372,10.93729812,33.88496169,0,40.08418275,36.89380659,0,25.45034913,35.50143165,28.96368576,26.14629837,28.28703315,37.25337507,25.29089385,33.21752064,47.77805883,46.46692032,40.67165793,39.43484718,44.11694019,22.83887187,27.51572382,22.00840209,27.7942941,28.9743267,0,16.5029862,28.56401523,29.05048089,33.97644201,22.13593455,26.32377972,29.00879064,24.7560675,25.07902797,23.02667652,41.1709086,30.4354707,26.49419358,32.12587137,25.9519821,24.79132554,35.15901573
"Rv0217c",26.4816848,0,96.09557768,57.8257538,47.44914536,0,17.96996193,56.65060171,0,28.12176025,31.66306618,30.01497481,29.90621335,26.52978032,31.77929702,30.16600203,28.60417289,43.7732995,43.85819538,41.6946257,39.42812432,46.37437445,28.39858276,29.05443076,31.70952208,27.80458487,27.78837085,0,26.61066824,28.63286624,25.19021078,16.55460551,14.6600246,30.57481395,29.63476515,32.03024997,28.75756845,30.54867112,105.36343864,25.15240843,33.77271058,25.45819756,24.73740239,31.39216452,36.71282251
"Rv0218",33.72794971,254.03915976,131.93969711,28.60677112,27.81205554,0,22.25147566,37.75571701,0,20.7050223,17.17177999,18.78157889,16.41368897,16.13807047,0,18.6794599,18.38067076,30.08987894,27.98845138,28.80568359,24.51435026,31.37622318,22.33509551,17.82485569,22.39376955,21.37370081,20.26356555,0,22.1214211,17.14132181,27.92790874,21.55532873,21.96230981,18.48409777,20.64513367,24.31870784,17.26315453,20.45575106,0,21.97277397,27.3665813,25.94700588,20.83180681,21.92222834,29.7088714
"Rv0219",25.3867293,32.5561363,58.48749675,13.5416152,50.6105679,0,8.53450705,13.87760695,0,9.1201379,6.3603357,9.05198975,6.583697,6.2870428,45.7209975,7.28029615,8.08430185,14.3123779,14.96576115,12.2590686,12.39797685,15.9529991,7.64422785,6.67606505,8.23547835,8.942367,1.72887345,0,7.94784725,6.7383561,6.25989435,9.38030395,9.551822,8.73206545,9.923827,10.35495705,6.73305305,7.25655115,0,6.673928,6.65184515,7.11091515,8.2607272,11.31900405,11.7890759
"Rv0220",241.4848058,214.33797564,248.66837392,387.79041104,119.90458612,0,352.0747898,69.65185452,0,396.67921324,374.74797436,386.81552656,399.490042,387.36511972,385.93005396,354.651866,372.11912268,400.19404612,410.81686916,393.11799604,393.46028384,383.81478656,316.89268996,337.43067,298.54392776,309.7745278,311.2296324,0,329.72171808,348.91618036,385.53314252,404.8196614,412.87303724,331.85458304,328.57106144,309.37690432,321.8914142,315.24584316,397.099622,320.61340412,316.76503136,373.64370204,393.49527552,354.0064526,374.84104816
"Rv0221",59.0081848,0,138.3959953,44.5943504,104.6660421,13.0398621,90.4461172,1.4046615,0,106.4482228,104.8878031,100.7658862,102.0550428,100.5148023,115.3177169,97.0376739,92.620426,137.6929814,132.4317805,119.6891412,117.8334956,133.6123688,88.6159058,96.9277393,89.8966544,93.8246618,92.3657687,259.5466571,86.9384047,74.0201433,132.577344,123.4711647,113.6922403,98.4067065,103.4157725,80.7975168,97.7215596,102.5519556,117.559605,93.4245461,88.1081677,128.561473,121.6276056,123.3438886,111.7075319
"Rv0222",51.58345584,0,130.07398012,141.4051994,47.82057608,0,68.18940036,0,0,72.80251756,84.09430776,76.5814074,78.27924232,71.6255212,68.45816532,76.53175912,73.29831908,114.14778272,102.11305668,103.5000576,96.2963732,110.08156304,71.26904144,63.27456128,74.0291622,60.65469904,64.40684864,0,58.70990012,55.67309452,73.89009592,78.49682612,74.49175132,69.49362576,73.73178348,78.1283388,73.5220344,66.07547368,0,74.8432918,63.21912212,96.23343996,82.1627938,84.4736104,93.6657808
"Rv0223c",102.63713936,16.8430587,127.94013902,118.0203922,51.5127274,19.67835426,72.01019998,33.91535196,0,24.75288612,24.98632002,23.46862914,19.36686204,24.98788448,17.83640846,23.07100928,23.97707864,41.35040694,38.7006234,35.40652936,34.2386188,42.5973639,31.25733442,27.38282572,26.4192007,21.997131,29.35560978,0,29.41242438,37.02969778,23.61642944,32.5724689,32.4209633,28.81381258,31.54453634,22.84580938,31.5955048,31.16387852,0,33.28915626,32.68873298,36.40490186,30.30260212,31.30904394,35.69529574
"Rv0224c",105.6177852,0,92.3697939,32.0051789,65.5528804,7.4685162,37.9613825,21.0844653,0,36.045565,34.4784716,38.0248235,38.814815,38.8253885,30.7446163,34.4193607,30.8769361,62.6335874,58.2341051,58.371762,52.1609888,59.666764,42.3558298,36.6863191,31.0990803,36.2068864,36.1868471,0,39.3820581,52.9292291,25.8782888,21.9087955,42.844829,42.836773,38.0606727,42.1326786,40.5767629,44.4924824,69.2024498,47.3102698,37.1795477,37.6594839,28.3996154,29.929047,44.4100091
"Rv0225",54.69484317,110.59823643,112.07431257,75.10972359,68.59080459,0,64.03275417,97.35806157,0,89.1821502,92.74641321,102.41648307,104.98167306,94.29704427,64.85666022,95.1150156,79.94383122,145.5286074,135.01450908,130.16259729,119.47722666,144.58582149,84.75930012,80.15618292,96.74409624,93.34062705,85.24919271,0,91.82486247,84.5029944,98.00652246,85.5054057,74.77070271,94.4223225,101.81095617,91.45978446,93.83803077,92.64144285,211.03845774,81.11315652,88.46952015,99.46442352,96.25661463,95.09999334,108.75967872
"Rv0226c",38.15047938,0,96.2645808,60.39884724,18.37726032,0,62.08720092,48.55204038,0,48.4129032,46.2907689,50.68667634,52.47396402,47.21787042,48.43062138,40.96299312,36.9433047,76.73195124,74.4019656,72.36806244,64.87309242,75.73118886,50.6060901,45.50370396,43.6802604,48.52101108,48.44375262,0,46.52335374,30.83296098,78.7712508,63.55286316,61.57319382,45.57673524,45.9085239,49.48013124,44.4996138,48.46030158,27.31549752,41.98929846,33.50013168,68.82919326,55.65451224,62.98021518,59.60629596
"Rv0227c",97.79586131,126.69322576,146.1263117,236.32761257,52.54687065,0,323.5641748,46.81732271,0,174.08531663,177.3953982,178.82876073,177.4470447,176.10274369,165.69861365,165.34477774,175.31301132,277.66719272,278.83635471,250.42561506,247.18921583,274.38075377,197.39739903,185.35859988,191.32824666,184.41427232,182.85776158,315.66501478,193.71695467,182.08501517,204.129922,167.45161063,170.58873381,198.68282303,196.53719788,185.02771797,201.08759884,202.84828541,176.46828614,222.70028185,183.94061653,217.14426615,192.42303769,181.97334396,207.5913852
"Rv0228",69.6472551,779.7376305,136.77245115,47.23509675,5.393625,16.22913375,70.77355755,63.524412,0,78.3942387,87.07388715,84.75587745,88.5889848,82.5172392,103.56634335,72.80723805,62.5322121,123.79436745,112.02831645,110.6994408,95.07212205,115.25290935,76.5856143,70.35728325,81.3265539,73.38021135,65.80642635,0,67.99703295,72.431274,93.87076305,83.54452605,109.3002777,72.57673155,75.1896306,77.9879568,77.1249768,70.6210599,97.54138035,77.44121355,72.01670295,92.89741245,88.3448523,93.69793995,90.6188046
"Rv0229c",177.8072524,0,135.0313244,92.2339037,50.5835604,28.0263717,64.4208225,46.0795851,0,119.9902529,128.8762297,117.0971391,119.7966004,127.3601761,142.1193332,106.4418876,99.2225224,224.3144004,225.9102061,202.8829055,205.4166439,215.0449371,197.2871665,175.0990631,236.8152966,205.9553797,173.8369943,0,181.5988047,201.2112753,79.8859657,108.3414277,57.5981449,211.9348234,224.8293524,202.9257818,212.4178091,205.1479306,168.446036,209.0603657,191.3091411,129.0721733,146.2041463,108.2467289,157.1158919
"Rv0230c",91.51009392,0,173.1905574,79.45069776,48.56933004,0,59.06482428,88.43145864,0,39.49554756,35.8128414,45.99623868,38.21697516,41.10671964,31.306989,35.35020132,36.75530208,71.6750412,69.73459164,67.30701264,60.79512096,75.68474676,54.08237856,53.9686644,57.57315648,47.74532952,65.34976224,0,58.4284806,44.4956484,52.16262156,43.23102924,36.16850664,61.09203072,68.6133966,59.27915364,59.6372868,57.38274696,101.73535092,40.70425884,57.41682324,52.77751332,48.79087332,46.70899296,57.9012
"Rv0231",73.5094503,61.13405974,120.19541144,61.9712262,11.94434644,0,76.06080586,40.2556752,0,48.08540776,51.13799912,54.48078454,51.58593778,45.3879751,60.69312158,43.98526158,45.2026952,88.28386554,84.12370174,77.69705606,71.47669178,87.3788409,69.39100948,64.0676426,64.90938272,66.31601652,56.39826816,190.399599,63.85473406,54.88961374,52.03695666,57.52040164,47.31516608,63.94406044,65.17148144,61.45514934,64.72419616,61.7579443,102.16725714,71.51888146,65.36889554,69.99323916,64.81370922,60.87578796,66.95306202
"Rv0232",350.12617468,0,132.37719,111.7953548,153.70972864,0,39.03165688,138.45408808,0,472.7955072,474.9424836,489.1104606,508.96315072,521.6419274,382.43260764,467.1726144,447.49308024,485.52763836,506.4216268,529.2267294,531.85497896,484.48535564,570.29865372,558.32480588,619.90197908,588.9611058,592.97164984,496.76879728,588.48770784,553.31765528,238.91703008,304.9986208,314.13946388,625.1255008,607.84455568,604.96085432,621.15521872,622.19976556,616.23676256,483.5097168,576.91086852,376.29123136,392.79548488,354.17944168,484.40965528
"Rv0233",63.41563506,0,110.62728582,115.86650764,193.33603586,0,41.57760334,20.8185085,0,396.55096889,406.22106406,398.10768271,405.22441415,414.8307298,418.57654277,408.14223228,378.12324329,485.00215357,493.95852554,501.8878764,494.73849592,479.24159112,475.57806512,476.00810233,466.96659609,472.84854843,479.18511967,699.42633724,482.65588346,411.83812259,357.14234378,385.7000035,385.10947348,499.57852628,477.36911173,485.67421128,492.0248292,503.76092525,721.36127207,414.03737711,496.04303387,430.37812672,431.42555348,401.79626495,418.20126863
"Rv0234c",82.11646968,65.79269592,100.2233316,79.04459304,59.07101256,0,60.11782308,127.46604444,0,64.24949496,58.2381198,69.10886136,68.62842672,68.73989724,90.87741432,50.45080908,54.38055756,96.7834812,98.50461684,86.54029776,83.96833284,95.3628648,67.4209578,72.03757596,55.47270456,58.42309704,57.08313996,0,54.43744824,61.57156152,41.37603036,55.99781544,48.11311932,67.90909524,67.21485288,74.6692926,67.04660172,69.38209068,75.32557116,54.24388788,63.76443864,56.2860102,56.74949868,54.16641972,68.5169562
"Rv0235c",67.12785951,0,150.04997361,25.18016775,55.27503573,0,20.72567319,24.08556501,0,25.39129974,25.91477493,23.45497212,23.25725487,22.56169059,65.73052413,22.70404701,20.7888426,33.50851887,30.97893939,27.03460539,27.59802447,30.73407033,18.91458318,20.51734428,25.06183773,19.38179655,18.31021911,0,20.14193178,21.89615931,27.48059544,16.33574958,21.17406588,21.19458843,21.1522419,22.49361579,19.27598028,22.01909439,38.28466686,17.64478794,19.67211555,30.92037504,27.89304864,24.69483447,28.66079223
"Rv0236A",517.06975012,0,219.98324172,482.92487386,3.77452724,99.75598644,776.46267974,60.26186232,0,385.80942928,399.71114348,407.67940246,404.30939516,436.79680132,499.74494592,442.92323944,344.1133157,386.97655414,368.47896954,367.25499162,365.36832332,374.2350194,394.19133644,369.60571186,365.68860548,369.2591364,416.69353946,1636.74085916,362.23565026,269.96799566,290.55941992,232.9263915,231.9942196,431.31549164,355.52827904,463.56536512,371.54129562,406.69841432,806.16617114,325.85028718,361.52067094,280.40782484,272.25392524,337.21216782,328.15050444
"Rv0236c",84.22096242,192.2335554,118.60326624,93.5290632,37.36003776,4.62764514,66.5601306,128.65371588,0,131.9117346,131.28178872,150.71193906,144.92957844,122.16580698,120.84521094,119.95165728,102.03833568,165.86599542,162.60530838,162.63810648,145.07088822,164.30369406,106.79583906,107.69206104,105.42498966,107.99091288,115.52635974,0,104.27060772,95.70774648,81.81080238,89.75183388,101.35235508,105.49514424,107.0190885,108.03427308,102.78857832,109.96446906,96.0306132,101.61662994,90.95391204,109.7413308,104.85685986,99.6706464,124.85436174
"Rv0237",78.30009975,163.51356475,111.624543,176.13113825,7.2583095,16.8269485,193.71712125,39.778257,0,93.45542125,98.645749,111.83478725,102.8068565,96.020446,122.01473975,94.16428,70.186333,154.57779125,144.736048,140.93380375,119.6636635,152.672123,94.2071595,92.59648425,103.82485175,91.46343275,94.93105975,0,76.108194,69.418543,105.1109,96.702477,97.37698725,98.8718205,101.04217425,102.993416,94.1101755,92.9432245,50.56716575,96.2734575,87.21095375,102.44799325,101.9847375,103.62145475,114.32898225
"Rv0238",207.62938044,0,174.91666214,168.90845494,0,24.2806727,133.43251804,8.20101012,0,196.89704368,222.19146752,207.05607414,219.99941402,207.3414961,319.67452228,220.08677498,192.15813984,275.26764018,263.90675416,244.29453982,240.54326448,265.3102037,217.1990456,201.85392168,199.42162554,201.6576807,180.65989584,0,198.4094803,189.99017484,135.59695006,137.86084082,155.10553032,218.92549516,203.35554524,221.5355109,216.86812314,191.92399962,274.5532288,191.10027998,201.60511424,162.21270842,174.07624114,177.07959532,213.568641
"Rv0239",519.751413,391.48634205,340.8433632,405.78892794,0,88.88299623,242.23908834,38.29708458,0,640.36127574,631.98143298,681.15124584,647.03397699,661.18806927,925.38732951,767.46181914,621.52327413,652.0629051,654.78025494,620.21512746,645.43157757,649.75441797,784.30127985,733.82462811,729.76774464,661.5943164,645.72297696,0,624.07251351,788.97341907,481.26767112,482.95662246,355.24165554,664.28562933,743.56005465,541.12450608,636.9840864,694.19181438,671.37313779,404.35570899,667.40363847,459.52494903,391.29849585,485.64959985,617.43036699
"Rv0240",86.68361793,396.77603469,158.9037135,90.39374358,243.88375914,35.31148446,36.43871196,85.17145329,0,159.7374198,165.3647163,158.91290814,165.07570401,154.90484079,210.20290872,136.65516018,131.84521413,187.13178876,175.66165218,158.30270232,164.12547333,190.20041145,129.5507094,131.33464638,146.31908046,127.20563415,139.63864404,0,120.24316983,131.412624,121.5584454,152.277384,113.09371836,144.39731229,141.56633568,100.7732544,129.18928932,138.55544472,160.60790466,130.89462981,114.40943598,149.79430074,155.68611996,160.25479512,154.60194813
"Rv0241c",77.18577843,337.75935704,146.00191766,182.18288182,248.60690971,0,165.53762943,229.7015695,0,291.52229583,281.43186859,303.43273249,304.94020475,306.31381983,243.14168608,277.57364421,267.72546383,298.68946155,284.94495741,280.62240957,270.86265235,286.5939271,221.21223305,224.20649796,227.67221723,204.88980669,225.08105191,0,204.61893436,215.02128754,243.77317821,242.82232363,238.71533271,221.65944235,211.31352515,210.44559275,215.77339375,227.77704146,190.58695308,175.48910599,205.89933839,247.45333383,259.20994679,269.63145153,260.80716652
"Rv0242c",122.5571967,122.3164187,107.9543786,156.1860718,195.1214367,11.7779959,126.2749193,75.1361534,0,347.2277918,348.5101644,373.4747994,367.1396729,339.6206774,280.3050171,326.4116147,334.2815631,301.4164689,298.0497124,294.0868925,275.8089934,292.3410682,236.3302238,246.0557251,238.4085423,239.5693312,249.2498015,468.8616692,250.4845699,211.4687006,235.3815401,257.6330114,227.4785077,238.5817738,226.9837181,241.1451405,219.8879353,238.6354434,318.5507644,199.0206618,198.0746432,259.0899021,248.61707,270.1992336,288.2917704
"Rv0243",255.48916662,103.8334429,219.30502546,235.00580998,297.21342938,58.69943062,203.66294936,827.40106886,0,646.33986238,644.94883906,706.84371682,670.90661714,622.3852733,631.80836314,586.24441434,537.6875569,491.85093024,506.823464,522.33502762,498.03406996,486.12269754,558.3542525,519.70291496,543.49103404,528.77186762,532.51932928,0,504.63360664,536.59251724,396.45474184,422.40364152,408.63646154,504.43228892,528.36834434,529.93105372,508.41702582,500.63166784,176.39982452,483.61621424,459.1348031,462.7621844,475.427222,457.98582716,509.65334302
"Rv0244c",498.13495824,268.27209312,358.9954656,417.1629138,832.2581358,9.47875284,942.4018944,2730.90466608,0,126.99945084,119.8748922,124.2221682,131.5289742,121.92626928,158.47870308,103.75505352,111.93708456,215.78346072,206.78947392,204.43348908,193.78614468,213.19926876,138.68377476,148.50533568,145.68089952,147.4855662,141.90334548,188.66660544,139.72075428,137.11209024,135.15273216,113.20515612,115.0804536,147.19050852,158.06516472,146.118711,152.2407102,152.09308188,171.48740424,147.02368056,135.25459968,141.88911984,134.91119472,136.16643336,178.62161244
"Rv0245",135.8904358,0,165.5776983,125.1223036,176.0559171,0,59.0429028,108.164511,0,92.8464887,105.2515982,101.6230257,99.9402432,102.9529592,90.566749,102.6475912,93.6529209,158.9075488,159.8128532,143.0260853,141.6189719,157.4505338,100.8718949,133.816354,106.085588,104.4545691,127.5821918,0,122.2820088,170.9323448,89.9860843,73.2142124,108.6423002,125.7878755,128.9343762,116.8092184,113.8794545,96.0622558,100.0907859,124.4811239,129.6441706,96.1198847,103.473202,83.1370897,123.1659002
"Rv0246",83.86536704,503.70057612,123.6714962,57.03926326,30.50975298,11.2276416,57.87039818,58.65668648,0,42.79932552,43.41590344,42.29204546,43.04316324,46.65907974,40.70676372,47.0241632,49.4461331,70.3700683,62.9215748,60.63473374,56.52407404,69.99850606,51.64521614,51.61509402,46.81356078,48.72202426,40.91450538,0,49.90629476,70.34179726,51.49797114,41.31029994,39.55833686,56.23656766,56.08334872,44.56491928,55.85524518,49.37621276,67.48120554,53.7562046,61.41176664,55.43749008,49.23771832,48.5399453,58.03649054
"Rv0247c",98.8773253,0,127.66204152,135.70626056,40.58345434,32.7584972,123.62013898,67.0805031,0,89.25057388,84.36603422,83.48325154,79.08836182,86.51046456,100.71262084,83.3359579,77.6924993,130.68163108,125.41787674,110.94120596,110.48799476,128.03237382,98.0971446,95.9867051,92.97606786,84.79378726,83.98905762,0,99.82417302,98.68680874,92.45781246,68.03126746,71.37195156,106.19997336,108.59150172,96.29877738,101.41069198,99.8225644,194.89207634,94.96187428,94.98712262,96.79716982,84.18768722,85.43401802,108.60989594
"Rv0248c",147.60976384,88.19730304,195.16989184,239.7762752,177.42978176,0,267.45458432,243.5225408,0,150.7529408,155.95966848,159.21116288,160.5231936,164.54769408,207.92700544,160.33021312,152.00090752,214.42841728,205.32206464,194.4766208,185.49701632,208.784576,154.59766784,160.90097408,147.81200896,148.87852672,161.90737024,0,165.65442432,137.99769984,166.6758016,162.15603712,174.3595392,167.38799616,158.93549056,156.1712768,159.45302912,160.3625408,161.25165056,169.97480192,166.85991168,180.96365056,173.36240768,178.66079616,176.21660672
"Rv0249c",145.62485042,30.2524691,122.63776049,172.40348587,105.30604861,0,230.06956931,33.01970301,0,152.64992162,150.73884602,140.36957046,138.0672048,145.47742713,188.55474379,154.04737341,163.13868389,167.82927126,168.19315856,142.16925562,149.54495759,164.88961349,122.97451194,135.92009179,115.7152717,130.59861815,124.7297121,753.76086863,151.51991365,146.45271627,107.7257657,114.57618879,111.89961531,132.26449243,129.02989911,135.2646498,146.21169654,129.89664485,113.8033064,129.72840258,152.46735518,113.78070802,129.43408982,115.9946375,153.16203294
"Rv0250c",351.37475778,0,254.94558754,560.84811534,416.93414418,0,148.0719847,723.46361896,0,556.42418284,586.57682856,569.0503277,579.72563908,557.64128022,540.85141352,515.74569538,504.67132992,468.08753778,468.96564996,463.32347842,472.69536536,455.49924334,660.67653432,613.21834286,654.37079486,728.77066938,596.5502825,885.49634906,604.04826628,520.01699672,467.37312208,397.60215194,500.32265916,725.2566399,694.58998372,636.17501778,641.97017176,631.2027372,452.00918872,549.3211256,548.07443288,510.06356574,518.57824166,519.2871247,537.53489122
"Rv0251c",1789.71027928,1157.43943777,1331.14217082,2321.62208663,3948.34408507,78.01587948,581.51582412,10859.4232747,0,1760.27178481,1708.37304484,1808.39011815,1901.50129477,1724.65915776,1572.89329351,1576.31686212,1447.6856394,913.91343659,973.60224808,1054.53298258,1124.24900665,927.55044998,1473.61836622,1462.9010242,1421.30295846,1423.10031325,1467.7762407,0,1278.63464421,1231.32567173,1093.58887176,1079.06511482,1120.89971686,1432.31313456,1482.39215047,1467.54676838,1271.20676221,1390.63672286,1634.80329859,1104.31028092,1261.91548791,1234.95859102,1190.58416708,1087.22754371,1334.83716751
"Rv0252",134.00012288,614.25016576,166.21549568,92.22709248,15.00529152,41.35518464,19.66362624,4.24605184,0,11.48808192,13.88284928,13.57699584,15.0208256,12.37195008,6.49607936,12.0352384,11.00526592,25.87641856,23.26511872,21.36544768,20.46908928,24.51571712,15.19841792,14.32630528,16.16205568,17.31808512,19.27422464,0,11.74743808,12.99992576,14.27865344,15.75712,23.93056512,17.61092352,14.24643072,17.48822528,15.13554688,13.90016768,0,18.75246848,15.68196864,20.10655744,14.6875776,14.198464,23.4989696
"Rv0253",182.0664151,1404.99790941,128.68149627,65.47814561,0,0,18.23512764,0,0,14.12693624,16.46625728,19.62002681,23.86937472,13.41232572,0,12.89930235,15.81872113,42.72018501,34.89851258,35.52739168,29.83480719,39.56122791,21.57364747,23.42979642,30.96724462,12.99040336,31.20714698,0,17.43078126,34.70420623,33.62419056,11.53333326,24.12502181,35.24416856,20.74418233,15.87068784,21.08192044,25.32253139,0,14.55759556,16.70370237,22.90230246,21.25283722,22.2200915,33.10634366
"Rv0254c",35.8302432,211.6171616,52.632856,33.0637104,0,0,21.580144,14.0431488,0,13.0350176,20.5428352,22.151664,17.3589424,14.595944,22.7125056,19.6686352,20.37356,40.8424736,34.830384,37.584584,29.6722656,39.340128,17.4286528,22.4189248,22.0635296,22.9872112,13.4187632,0,16.7708032,11.6041872,19.0163504,10.558832,23.877128,22.7534896,25.1632736,38.5523328,26.9664944,30.1907696,0,20.8359648,23.1016656,18.0977072,16.0028608,16.4716576,25.8523312
"Rv0255c",66.26650932,0,115.34268834,60.95475936,70.50282228,0,82.53428634,51.4811187,0,49.19472954,49.28561154,52.76326176,55.14881328,49.44061584,43.12966878,46.6537698,42.50732904,92.24654274,83.33616852,86.31093834,72.51434388,87.22773576,50.5283724,49.63409352,54.99744426,50.0214528,63.56004336,0,41.04857196,59.34130092,49.16201202,56.68683966,69.54502698,58.1059116,54.7690275,53.05883022,51.87938382,55.05096366,66.18370572,44.67850002,49.18362174,70.00347618,55.41994458,62.22276522,62.582355
"Rv0256c",138.28195296,202.8785452,155.33521416,185.30275048,75.38443352,266.12645392,214.17051592,149.62323848,0,108.894196,103.65401552,110.23016952,105.20809264,101.30185208,96.48638896,118.1516516,127.39273672,139.60369128,137.77426472,134.02715336,130.75417584,136.56010384,101.31862928,111.96228832,102.64657008,103.1843556,100.81338136,0,122.36211872,105.37210248,74.74334112,103.75386528,91.35246408,109.61927608,118.14921128,128.57669864,114.44978784,113.2694864,167.94678792,134.56697248,127.585522,92.46006432,103.65604912,110.91783136,116.86763656
