"","BQ12_10_Probe_3A_S29","BQ12_3_Probe_4A_50_S27","BQ12_8_Probe_4A_50_S28","S_250754_Probe_4A_50_S24","S_349941_Probe_3D_25_S21","S_351946_Probe_4A_100_S22","S_503557_Probe_3D_10_S25","S_575533_Probe_3A_S26","S_687338_Probe_4A_100_S23","Saliva_1e6_1_Probe_3D_25_S11","Saliva_1e6_2_Probe_3D_10_S12","Saliva_1e6_3_Probe_1_S13","Saliva_1e6_4_Probe_4A_100_S14","Saliva_1e6_5_Probe_4A_50_S15","Saliva_1e6_6_Probe_None_S42","Saliva_1e6_7_Probe_4B_25_S43","Saliva_1e6_8_Probe_4A_10_S44","Saliva_1e8_1_Probe_4A_25_16hr_S16","Saliva_1e8_2_Probe_4A_10_16hr_S17","Saliva_1e8_3_Probe_3A_S18","Saliva_1e8_4_Probe_4A_25_S19","Saliva_1e8_5_Probe_4A_10_S20","THP1_1e6_1_Probe_3D_100_S1","THP1_1e6_2_Probe_3D_50_S2","THP1_1e6_3_Probe_3D_25_S3","THP1_1e6_4_Probe_3D_10_S4","THP1_1e6_5_Probe_1_S5","THP1_1e6_6_Probe_None_S36","THP1_1e6_7_Probe_4A_100_S37","THP1_1e6_8_Probe_4A_50_S38","THP1_1e6_EukmRNADep_1_Probe_4A_50_S30","THP1_1e6_EukmRNADep_2_Probe_4A_25_S31","THP1_1e6_EukmRNADep_3_Probe_4A_10_S32","THP1_1e8_1_Probe_4A_25_16hr_S6","THP1_1e8_2_Probe_4A_10_16hr_S7","THP1_1e8_3_Probe_3A_S8","THP1_1e8_4_Probe_4A_25_S9","THP1_1e8_5_Probe_4A_10_S10","THP1_1e8_6_Probe_None_S39","THP1_1e8_7_Probe_1_S40","THP1_1e8_8_Probe_4A_50_S41","THP1_1e8_EukmRNADep_1_Probe_4A_50_S33","THP1_1e8_EukmRNADep_2_Probe_4A_25_S34","THP1_1e8_EukmRNADep_3_Probe_4A_10_S35","Undetermined_S0"
"AS1726",108.32126366,0,131.91604126,14.19702876,0,0,16.147264,163.19147918,0,5.6113802,3.77462892,8.25116952,6.44201688,5.03767862,0,10.98261104,3.78255838,10.96036736,9.221859,9.23545236,7.6895166,9.80637348,9.86363036,10.4071588,1.24574906,1.97165508,12.0131319,0,10.69076572,0,10.54092982,2.50303188,0,6.77392142,7.16236198,0,8.95586166,6.4408841,0,4.9281079,4.21569226,8.76400992,7.95551394,8.44806728,9.9880302
"AS1890",65.75638862,0,130.16184366,21.83062958,309.55273096,0,5.50808156,0,0,10.0343424,12.8228408,19.04585154,12.66818012,7.50662352,0,11.92224794,10.58982758,17.74407986,15.16055558,14.6586613,13.92043558,17.80954048,12.46621772,6.81153626,12.20561536,13.08202588,3.30279388,0,14.03248928,10.5038164,8.57427826,15.03282322,19.92669106,7.61575408,8.23519402,6.05869484,9.05349606,9.74087686,0,0.7126261,16.7168176,20.26958424,16.43362734,13.49534016,18.92963458
"ASdes",1075.06370272,748.60806016,536.96970592,602.77670016,269.88165984,506.69778144,169.18064384,202.9060944,0,2214.21944096,2217.61524448,2043.92094496,2072.44763744,2215.3698256,2173.45850272,2392.53662848,2323.43086336,1023.26826688,1093.56643776,1225.91613472,1403.31778144,1018.28390688,1667.08243136,1636.51330912,1640.55072544,1720.88143872,1445.51173024,2017.07441952,1684.979136,1755.31447072,2504.57826368,2483.78244064,2532.73625472,1564.9404976,1593.0280016,1439.53366112,1587.89476032,1604.84011584,625.54017344,1599.03668288,1690.61561408,2167.13692224,1943.79116768,2076.52605824,1734.64346848
"ASpks",167.22548444,49.63722575,216.38908914,90.33270204,142.61788639,0,152.91486994,35.25690287,9.78580876,103.08447639,99.47799757,110.48370298,90.11301866,110.17979364,0,173.19011017,200.61993777,97.98232689,108.90290649,107.96142343,102.64606947,107.90323313,98.01568133,105.80178343,119.41531413,115.11031175,136.50748496,0,144.34781802,112.60536931,42.78522794,29.2745201,45.41668929,89.70322697,91.09547489,117.01655399,83.08417033,95.12008401,0,130.19353746,140.73755983,36.99997231,34.72611135,30.63731293,104.20251002
"MT0009",18.635528,0,40.8136977,3.2378469,22.2459985,0,17.118076,0,0,15.914767,11.8252556,19.212725,21.1672597,19.4243639,0,13.9564278,15.458227,40.4474874,40.5044462,35.3467399,33.8560281,37.4055179,25.4941719,19.7370938,22.7213436,28.1147115,28.4888569,0,11.558071,35.884044,0,1.8552916,17.3763472,28.317437,24.812949,2.9456613,31.2814686,34.1972374,0,31.27299,26.040172,7.5539978,30.5032853,20.6863709,33.2410035
"MT0012",300.13598496,373.78231977,206.54308179,621.52471203,0,78.69330237,608.25029871,108.51594924,0,451.06995966,447.72615486,476.11864026,492.03938355,459.41032908,411.97650861,413.79136569,411.20070726,548.11590327,557.72152698,562.27157775,571.71729945,536.5208562,537.18575352,567.23257932,638.25962964,536.28754503,541.78936839,1998.40904511,465.58029873,528.52918029,494.3307855,484.26038346,585.36499308,606.11765724,555.28664349,645.65586594,498.3726798,529.62733215,954.09130086,514.09576278,461.95049676,538.03452498,525.82700316,502.05209442,464.6861295
"MT0025",30.89536796,0,96.963442,8.32343788,0,0,0,48.87446984,0,3.85809672,4.29986352,5.4091218,4.42896432,4.25131624,0,2.27593952,3.69638452,7.6714116,6.5370728,5.33925944,5.56922024,6.87206248,2.7201942,2.412235,5.002656,2.98337156,1.40914868,0,6.56349812,2.90698692,0,5.64298252,5.06592884,3.03877732,3.20048952,3.44658792,3.59713828,3.42157464,0,1.81366452,3.47408908,5.00010088,1.64590072,3.419154,6.18762652
"MT0031",129.49690355,0,197.390809,65.3424023,0,0,50.2560674,11.0382097,0,51.74779715,61.1864778,50.40865655,43.7899651,62.27552065,0,56.0929187,52.63380955,76.38727565,65.7201216,59.24212595,63.91460985,69.44442715,83.24054445,59.1420025,89.9530331,53.89585425,57.2075196,0,85.3557894,91.99320655,36.4862673,50.9387963,42.35390635,73.5186165,69.97009635,88.3319948,76.74188305,61.6836367,307.94692005,73.62869325,80.1605042,54.6518833,61.4751235,39.25286295,77.7138481
"MT0032",56.286657,452.17232188,88.30117888,26.999029,0,0,19.4072122,29.5473424,0,55.69392864,61.9413478,56.1154816,59.56946848,58.42350552,138.12642064,54.5732932,39.71548312,92.45210184,87.29065376,76.46195844,69.17106692,85.34258112,54.7267608,40.38065248,47.00218916,52.64378692,48.59621312,0,45.67871892,46.49821444,52.26891816,45.23613124,59.80546516,58.42060788,59.7090918,41.67900984,63.91689436,53.05396396,0,40.76636056,57.09338144,47.18828204,45.23033596,50.7602136,60.40409612
"MT0036",73.4780691,0,96.83292915,27.2775447,169.432632,0,12.0159036,0,0,6.7046301,10.6222536,8.6957892,10.92672945,7.95898845,0,8.065566,13.29373395,21.18120615,17.38006245,18.4002876,16.74162405,19.84212855,11.9293506,17.111088,8.03916,13.01852475,3.30023655,0,14.02165935,28.73434905,5.8473153,4.61452185,5.3837433,13.3542477,19.21909365,10.0691946,11.01680325,15.92626545,0,11.8479321,13.7058876,3.62928465,11.6500338,8.91459225,17.0123589
"MT0066.2",126.22569286,0,78.92515638,178.97952044,11.86144052,0,186.85486734,25.4591648,0,80.99029234,89.00081076,85.35013242,80.90238896,76.91769174,139.77468278,81.73750598,84.53645014,134.47283126,139.63560134,108.00881702,114.9125488,118.6898108,101.1360155,106.01140646,89.62947004,103.55520868,86.70017194,616.9647791,78.36149952,117.17583392,29.68006308,24.62209282,47.63448554,100.68665398,97.74632432,61.61691802,103.39343574,93.38746172,102.46475992,128.7582039,110.31950992,50.46987574,55.83358778,63.99603452,111.08752992
"MT0069",172.93312224,0,101.03475648,43.82656032,81.22706496,75.67771008,31.26051552,16.30369152,0,129.77295264,133.16510496,143.7996048,148.2286608,140.48187744,0,135.43282368,120.38251296,162.26155008,158.3906112,146.75186496,147.95366688,159.70643328,117.89425248,98.81784576,84.265944,93.61762944,151.50055584,0,129.51057312,116.91215136,200.29431648,230.46452736,201.19568544,113.61096288,107.93062848,120.38083104,117.14769024,117.02855424,98.34459552,87.65382144,98.52077664,160.05655296,132.74637696,124.686336,139.65353184
"MT0099.1",37.0998675,0,62.74502874,0,0,0,22.7972016,90.84520008,0,7.6698594,7.34199642,4.23474714,5.75593416,6.72494202,0,6.07629528,4.17916998,15.07430088,14.93461836,15.5943594,12.6881811,12.8133882,8.03089962,4.85803548,4.16310966,9.04586958,8.69243688,0,7.03315224,13.0310478,0.44736444,1.33797258,2.93185368,6.24461166,8.74199142,15.08941026,4.24985652,7.05481254,0,8.28564588,5.7283569,4.26940362,5.51872746,7.14546882,9.29797434
"MT0116.1",51.17350224,0,46.28283744,208.99742304,72.06236352,0,142.81784496,0,0,211.58212992,226.14539136,229.53527856,228.34377552,223.59236928,172.16422944,219.23787312,201.0759912,323.8484088,347.86301424,326.71688784,346.6784664,320.5856472,314.69405184,299.17506864,300.21131616,311.48639088,305.67856704,1904.76158208,274.7443104,296.48147424,147.41600496,245.39846688,206.54517408,355.06520112,318.87953664,344.52459552,329.974008,355.416516,453.1598736,301.77925008,344.27459472,267.23199888,341.65627104,276.98519856,264.9455928
"MT0122",70.91085,0,110.8898076,67.8775086,127.6327746,0,40.6730958,9.3251208,0,23.2842792,24.6658836,19.0899264,21.926277,22.3751358,10.4622798,25.8269784,18.4838586,40.5289806,37.043778,33.6280476,33.792846,38.8824978,24.3698136,18.3766896,24.5261886,24.198927,26.2504002,229.7474844,30.289212,41.354307,23.1145602,24.3452106,31.7065116,24.7842282,26.8482114,26.4166998,27.5127426,23.0601,0,24.3160206,30.8794338,23.3459952,20.631909,20.8861122,32.1783054
"MT0124",55.57880952,0,146.47270911,27.28184511,126.79319718,0,11.42855961,115.14242727,0,7.91939889,8.5389447,16.15919175,9.19931064,15.94383375,0,7.67770848,10.47980973,27.11445321,25.76631213,21.12407466,19.00367937,26.98367217,15.59436645,14.25033675,5.82357399,18.34585857,14.11162662,0,25.12219593,10.77749322,18.82581324,11.0155617,3.74116002,23.77865568,10.94459145,16.80565731,9.95384676,10.50418434,0,8.40043035,16.19658573,20.76090276,15.9570489,18.95913942,17.56068288
"MT0130",28.36715561,0,121.98080282,22.44386293,0,35.74192444,46.11721154,26.95026089,0,11.34356714,17.23759861,16.74127357,16.18839974,14.76601318,0,15.85228197,13.72462302,32.71377535,30.07460299,30.28475168,28.07471513,34.7908064,26.78516245,19.49268541,23.80635411,8.39539297,17.5524355,0,33.97681274,19.77139629,3.73513768,6.29871143,5.16524714,22.21655224,24.95946889,29.7082801,30.13964697,19.92525362,0,15.83203081,28.68980121,10.49773797,12.44485268,8.03258829,20.24249319
"MT0159",18.5567591,0,76.9250754,30.7836611,243.8057395,104.0277003,40.2966583,19.1357755,0,10.438161,10.6581497,9.3365968,13.2199646,14.2515828,0,14.0392711,21.8426004,26.9854227,22.7547986,16.6876655,20.6931829,19.3951728,13.2736183,26.162363,20.4998078,18.8946324,11.9434501,0,26.0265654,18.2427698,0.3344613,8.152974,1.2271258,13.1161545,20.2778572,4.4044655,19.8112662,19.5586076,0,23.6321091,24.8348391,11.9988098,5.9822596,11.6367966,15.9985268
"MT0177",103.21023468,0,183.22640364,227.801245,85.17019084,0,289.97800748,48.6467296,0,302.50982804,282.88172752,298.63443176,304.82664604,297.04425632,501.04906292,296.70663652,283.45489816,402.08574448,401.56572708,390.6495992,385.14441588,403.36529128,350.36128568,327.85204004,358.29171224,389.58404716,331.04685376,383.5973526,350.11698344,407.57637284,409.38984716,400.72743508,391.08634012,389.86667132,344.49950584,336.64038016,352.77040792,344.78645964,142.85895904,374.173016,355.54856288,423.78461048,416.65360128,433.89422776,350.71760584
"MT0204.1",11.52323731,0,79.07214445,4.78026315,0,0,0,30.92829818,0,3.0794699,2.52773521,2.94120619,3.67415347,1.75984796,0,1.11455864,4.03666666,4.71944824,5.23615495,3.10842519,5.63343209,4.82849263,1.10927804,5.96364561,0,2.21045916,2.08266864,0,2.98943567,9.66631432,0.16308253,0,0,0.89382956,1.62712888,4.77559862,8.16134332,2.49314728,0,0,2.15316465,0,2.18933676,0.74966918,6.60567856
"MT0270",189.38682472,0,81.93097056,349.4015178,0,0,382.61076268,5.23883404,0,114.89620064,123.6656092,132.442346,140.74399456,131.99204904,92.80568892,111.43703748,112.74481648,191.31750412,174.37827736,184.25853796,168.03591952,178.65438336,138.73480944,109.34544864,146.96450092,75.41678888,142.62399996,0,121.6628168,156.97971028,120.44367832,106.33907716,111.25757356,134.88608016,126.82797864,163.71732532,141.18548204,136.61842932,0,109.96281388,114.08931464,105.3602114,107.21784228,118.38194816,129.298609
"MT0270.2",116.9810037,0,123.9851613,105.3140649,79.93403814,0,161.10102888,117.96824688,0,51.04793826,51.75804612,52.50422034,62.17405788,59.84184492,53.41985946,57.14544396,88.82880138,88.79026794,83.5902507,87.13098042,84.39886554,90.95554182,58.18243992,74.68984842,80.90747742,70.58028054,74.37118392,0,71.93717454,55.74566976,60.50402094,57.65013804,103.58470056,57.83170338,60.73533906,66.51905568,59.47530732,60.65598132,0,101.98844106,71.66467968,73.7075394,79.18704156,66.4916241,77.8798416
"MT0291.1",58.55382488,0,296.57434574,21.69158586,1.1685596,0,19.31917193,82.21358765,0,162.22383238,160.47495868,175.34487959,166.71128631,153.60768818,291.42329801,201.41962147,159.78373717,203.53571899,186.66880375,198.58612882,171.45161971,209.70581943,109.29786456,103.44449136,99.72902703,112.83553334,129.30772924,0,156.63391385,170.53660053,187.76360133,195.1626722,172.06855044,125.96067844,134.03867715,144.20897918,121.81533223,130.29981519,0,125.50475513,139.2833154,144.46331274,164.53715738,132.42675229,155.96384274
"MT0291.2",29.078466,0,118.85752895,8.75577775,0,0,8.49441125,30.53956245,0,58.49003,55.85632965,58.62219735,55.1765294,63.19833725,119.11922525,73.8404061,63.3667826,66.75506535,65.90055355,68.1996718,59.4652486,67.0386109,38.238661,44.3643662,34.78128515,42.52713285,53.2722642,0,57.44316235,62.1011751,52.30306445,37.22427865,36.9554092,44.7160979,43.50927725,40.0537153,38.9226662,35.60595005,0,30.49767785,61.4293725,34.48100225,29.0128358,33.1101061,47.12767795
"MT0291.4",72.92665611,123.78960237,128.06190888,8.37875583,10.07170866,3.53294853,24.55335954,38.69064117,0,76.45288524,77.22550425,99.17509629,67.9768101,46.55457897,114.79411761,162.05008995,206.69837514,65.83164165,81.99381447,83.57712909,78.56053704,103.6456251,99.16199346,102.68990244,96.87101403,111.17896842,111.6898668,0,132.71330154,143.69145726,73.95909192,65.29655343,70.78036776,81.91978908,90.29182551,111.29935767,94.60456041,102.74791326,64.34452644,117.81986343,114.37460307,82.56115581,88.09189395,110.5643673,97.8635814
"MT0294",1602.8923319,476.68937852,670.49209372,1044.10410244,747.97002986,419.55942448,2140.83876266,440.9196834,0,1602.68772376,1530.89764842,1406.64942622,1549.27527396,1601.9452993,1133.36754298,1665.99378442,1589.90268924,700.67958402,800.2609589,854.02380132,980.99537958,695.49620928,1267.3647246,1342.46818658,1183.40674386,1230.09932226,1218.71916292,3044.19229298,1492.83194216,1536.04844826,1590.325502,1411.05175872,1295.5292664,1386.96351716,1361.66651076,1297.9785212,1325.79521972,1319.75724956,1527.9068005,1645.027729,1706.47305472,1262.77194696,1369.89341978,1317.30289608,1139.11224462
"MT0325",33.65621658,0,77.52731994,4.1896197,0,0,0.7182,52.76378394,0,12.2686515,7.49886984,10.15017696,10.60752672,10.11498516,0,7.79598918,8.71629066,13.86585648,16.43299056,12.277629,10.62124434,11.76864066,5.22863964,8.0276805,5.40761508,4.51884258,13.5046737,0,10.31902578,2.34075744,2.48403834,12.37724334,0,11.86121664,9.12458736,12.63931452,6.2095572,6.4867824,0,13.87296666,13.58360388,12.43441206,7.73781498,11.24758656,10.6333101
"MT0328.1",189.2662716,78.3141198,176.0384955,143.8961202,276.5181951,0,161.2403121,386.1193686,0,314.0298987,326.7311355,340.7504814,335.4605268,335.8695858,253.8112668,324.2099595,305.219418,342.3412062,353.5887033,345.3720354,330.3441288,338.8948164,307.2765423,262.4234487,296.6850747,274.580628,298.0683804,0,257.4950553,378.7414974,275.5424133,264.5747559,320.8917957,304.1873793,287.8459689,325.349997,267.9450228,279.7222197,586.9765482,240.3070824,265.4913912,323.3535543,322.8518475,343.6735827,314.4415764
"MT0328.2",214.63337259,409.06490443,207.6006296,176.7469977,352.00481862,0,176.97883567,243.06648366,0,374.56242915,376.69648744,387.76297742,386.65227783,372.22282279,300.5247154,340.89587532,342.52380435,383.48191063,379.67104357,397.27203425,373.92932941,372.05408058,341.18895902,312.79742494,323.34765918,344.93974879,346.83320581,0,305.69924931,327.90769102,330.91807931,303.41144379,355.95823536,312.96626452,325.55377127,339.17096577,282.36637884,306.62358272,249.09592617,273.31973214,295.37442662,335.90381279,330.2722241,345.3051784,358.83785574
"MT0347",123.6732322,0,140.29535954,88.01211034,96.00775142,22.09790422,74.62036932,125.2177248,0,66.37274182,55.56212648,69.22001254,64.27680336,63.00271264,29.64361582,56.34723584,53.69781564,107.53758764,99.52686254,97.6921645,90.24898722,107.71757794,61.55538704,62.05713892,67.88429018,68.36882962,62.53122134,0,65.18017884,65.522947,43.33453866,65.52868448,52.0329285,70.27385806,74.87050494,70.60237506,56.44930746,65.78335456,49.14142366,72.93947276,60.73104072,70.17391486,65.68526216,63.52325014,76.27017244
"MT0383",120.77826084,0,123.47783532,141.71301459,292.53988269,40.62761955,91.46621817,253.82655396,0,128.37405204,122.6794005,128.43114003,137.81997234,128.8086381,73.6494849,93.03210288,95.31044172,197.34570918,185.82429672,186.25121127,165.05383284,184.91298111,140.32556721,119.82171321,119.30114646,142.9740315,123.16400082,0,105.0727869,105.60819852,176.1846957,75.74609862,89.19116712,121.93337106,124.17544458,119.8528974,116.0749278,118.9034235,122.09168313,97.71072768,111.29617485,101.09804805,95.06037042,88.03426356,134.08045992
"MT0392",136.65332575,0,136.0401973,124.7474655,34.73645205,0,99.5366255,368.2831534,0,56.163921,54.162246,62.4405579,55.82035145,56.67275705,84.33508435,76.48256465,55.6200813,83.5965176,75.01713325,80.62962465,76.7403188,83.33794225,77.55731015,69.8906896,76.8942938,56.8896565,84.0469458,433.79428075,91.93631685,77.1472234,3.3671253,4.46517235,14.7095397,81.0805661,74.0038751,63.5705291,84.10350595,65.48813375,206.55982345,54.7231256,71.35540245,8.3992336,13.5493894,12.63344345,68.9263955
"MT0407",82.98274225,61.043597,150.768302,54.87712225,37.8620805,13.04619775,27.91966825,0,0,32.1676155,36.60200625,37.4740195,30.9376785,25.2581065,61.36232125,32.07326975,36.42357125,34.04034,39.1063485,36.646334,35.367222,49.2602835,30.44599875,24.75954225,25.0406125,38.308168,37.976026,0,49.030285,45.09565275,106.85523775,101.18887275,71.80751275,25.03885625,25.9226715,31.8262005,35.65328,30.9379595,0,26.60978675,32.9858875,57.97177525,48.478682,55.57020875,44.62905225
"MT0416",80.73137894,0,96.78510935,6.68086515,0,0,53.33947906,0,0,29.23776794,36.94185317,24.18919684,26.44013991,34.86134599,0,26.94167095,41.64582326,51.80172603,44.61035953,42.0888961,48.33122396,52.70641707,20.73189826,46.53343273,24.23102469,33.2052655,45.92970063,0,32.07278906,21.78535534,44.23118755,10.63888845,34.80056962,40.49853069,25.46197296,33.64702807,17.76373355,40.47131739,0,13.49316046,32.91670373,40.27800217,24.35600429,31.85961821,32.58389515
"MT0431",84.38161732,0,69.561128,1.6513497,0,0,13.60376836,0,0,11.6022179,15.01629038,12.16087964,10.17677934,9.88637104,35.93971654,6.94747326,8.30559184,29.8508938,24.33980822,21.85187732,25.00650698,25.64685942,3.99138194,9.49391352,13.30215432,10.0103185,9.17185542,0,13.61600058,0.5406128,9.84129146,8.00534644,11.65131786,21.93827272,23.4691821,7.07184842,12.7608572,13.9438754,0,2.32993852,11.80169718,18.04774244,15.38300036,16.31435988,14.5537756
"MT0450",24.07272912,1165.91410464,142.21294152,137.4179064,0,0,122.89755168,45.61569456,0,133.5245682,129.78522372,141.60318024,142.61320092,140.48928888,11.994837,132.44609436,132.25709736,196.76462136,178.05661092,153.3009036,167.34912828,173.90375136,112.862277,105.60054624,112.80086592,131.86170528,129.51513924,0,157.24581468,122.36328564,112.04902032,183.82655988,209.45765988,140.72033124,133.89044568,112.67545476,142.9816674,115.40602128,0,59.79181584,125.56826052,182.95127076,161.6902992,124.95922416,153.05929812
"MT0470",153.47916288,406.03188741,163.61142288,171.91437879,233.07550269,0,118.76377653,68.84450289,0,121.0406247,119.33495574,135.78446427,121.42812975,118.10000571,184.77512706,131.7883656,127.71659835,183.16830153,182.86476489,163.47280494,164.37533061,180.666819,135.56306361,126.33828762,116.94686829,125.2767717,112.38120726,118.80344325,152.2296612,143.49188043,83.93812101,104.37036225,106.04444874,138.46390809,129.49405545,98.52189243,139.60367955,117.52052667,306.30921438,137.58218589,149.08801386,109.91260068,113.82214398,117.55157019,145.72108542
"MT0472.1",50.50369772,0,80.5995323,53.45354126,95.26143298,0,32.89670972,42.01725514,0,25.8617219,22.9810679,24.29539994,21.68908112,19.67657188,0,23.74322972,26.9359097,47.97213232,41.75180422,40.29918284,38.32517206,43.0424449,22.13464022,31.30113252,28.45556686,15.29582404,33.05725458,0,22.26916048,40.90205616,29.59607252,33.31983382,13.10688596,25.60650134,24.15002114,38.58129002,24.90626012,30.26777642,0,29.48578206,30.93230112,31.33927202,34.86479766,26.16710712,35.756903
"MT0492",108.44344948,2.406214,193.85395392,108.9301078,448.77700376,0,137.28392432,23.27972044,0,232.28260692,220.011654,224.15440372,215.35086056,205.64895648,504.53052064,190.2976804,189.8115144,307.96905288,273.28301652,247.79068692,279.17633308,298.35601256,217.49491416,219.72869308,253.00312492,217.05330312,199.74923976,0,300.55015972,366.89421828,227.72458528,218.9925516,216.57809124,249.49879116,235.61905956,274.1877776,228.22059768,290.30842676,114.05183584,356.36189344,293.03181792,249.90938604,260.85353656,222.8652638,250.67592828
"MT0494",147.6814122,345.9552495,136.24572255,206.7099027,51.0043233,199.9108251,152.94477975,26.8291653,0,188.2699287,181.77277545,168.19370925,186.6660285,163.7592285,74.26161855,194.9712282,194.53313565,195.8546247,198.8651721,178.55203695,192.82933635,180.3407823,179.94235245,161.31424575,176.44439925,177.16532715,155.2372626,0,163.08634125,208.27870035,257.14123785,199.09392195,175.72453185,211.2516,214.7404329,138.14507805,191.69417715,158.51622255,39.39407535,183.34549695,187.49099145,187.30710075,206.80269645,181.0052916,177.13690575
"MT0506",80.00293687,1173.83054596,180.08011584,27.22232558,205.86131798,0,150.23535411,0,0,40.87770806,37.7904572,45.3013881,37.61352497,47.56541484,0,36.64999557,52.74788765,54.56068106,50.1933584,48.89911705,52.55539565,56.48207204,21.5542917,32.80175967,33.3096712,46.94248934,29.19328325,0,45.92409972,19.98307575,86.08573754,57.74214606,52.05967528,31.89314396,39.57854747,32.61905268,40.53074123,28.81022417,0,65.59523149,32.74267532,66.92203607,73.68679312,76.6679595,51.96182518
"MT0512",31.83722137,0,75.1145103,28.82582859,57.89769962,23.40890895,27.76882447,121.13667623,6.37128529,19.30771847,16.33274287,15.48916879,15.55285356,12.7306127,42.43543606,12.60949387,20.08769837,33.28865435,31.02553497,31.40202701,25.63207814,31.35365195,20.3519494,17.20838581,16.82763604,18.31965334,18.60129765,0,13.75808448,9.7429545,27.33933728,21.55027392,24.64038941,17.06471007,21.06172205,19.31007381,15.40872487,12.64609223,0,22.39602216,10.91654795,22.60338267,20.61511335,17.64493902,25.473908
"MT0525",48.46389915,0,150.58662695,119.95532792,116.23686226,28.37428856,157.62345671,0,0,98.19888571,104.01662577,101.08316092,104.43948238,98.91107036,96.61745815,98.18445804,109.24960946,148.92240974,145.58419549,125.06456287,121.50596354,144.14927172,112.82273329,119.63782235,111.77677563,117.59829206,109.08557944,0,107.95838141,136.54569597,107.25413682,86.59090531,75.31669792,105.89861365,112.87017999,89.66351487,104.50648874,91.83812301,85.268498,96.93118735,105.56164525,100.62118499,91.05883517,86.4972707,111.26028441
"MT0540",141.14466426,0,129.99722034,143.0357004,0,25.39678684,235.82072678,42.50086442,0,251.8890125,266.69319582,268.08074572,259.63352508,304.17006122,297.6099264,318.65498686,281.25937236,415.72386594,380.67330504,431.69563816,424.79290286,428.09321566,403.78707626,324.48969928,456.64011336,368.18742088,441.47959322,2419.18261172,334.50986552,325.22876824,79.71691892,81.6899242,108.08353838,477.39311948,418.37111902,416.18515558,436.05625276,374.4149208,719.59675536,356.12637568,456.74488662,124.47826418,142.07963318,143.1209914,319.58295294
"MT0555",101.79184218,0,147.4592406,91.18100712,0,0,90.92587728,23.45958216,0,101.33646726,92.80310466,122.4389082,89.41092678,65.9188446,104.18419956,117.93404952,118.22383356,94.27647012,116.92336446,93.41545374,95.23657878,130.0647054,73.0913274,84.0968457,96.64700472,77.08648836,76.42496778,0,59.2455696,58.65654186,132.29072262,102.17893896,98.06698398,86.35667418,84.77925246,91.02712374,83.5601739,83.1541578,269.06448114,90.15720966,83.53966236,82.19901312,81.97179396,108.9434388,89.41036482
"MT0568",238.76823719,0,175.63794554,231.76919843,246.31866759,0,256.48700389,271.5822807,0,380.93388534,394.91553936,420.56269594,422.5755601,415.12498458,553.64800992,398.15720979,402.49575104,470.49134033,455.5824155,450.01222124,450.19824475,462.96215099,381.02016346,413.44157583,372.85560365,375.22474827,345.32105845,0,406.02735099,293.50885759,348.52342197,399.95525457,389.04928414,407.1615579,387.16200501,330.70173467,361.78966833,366.30832063,872.13514968,362.49894455,372.84596853,441.72174793,434.58267146,389.23815439,420.3802856
"MT0573.1",33.4120472,0,59.38533255,36.9185505,3.1944348,0,32.42860795,114.1670358,0,20.7881923,18.41223695,26.97750745,24.77830405,21.90036795,0,31.2726515,22.7859519,43.7896604,33.34735325,35.73106145,26.6851794,39.70026005,24.55288505,22.4509506,14.7605143,42.36007395,25.67229235,0,28.07958485,23.22968855,2.1758797,21.74309585,13.8610534,30.3767087,20.5728064,31.95470685,32.51525745,22.84387025,0,20.35605235,23.74958555,16.68745585,22.32253995,20.5484403,25.5514391
"MT0576",47.35184905,0,56.91918463,24.81650435,0,0,4.38983545,0,0,8.1195818,7.68139647,6.1691608,4.04195253,6.05477312,0,2.22368817,7.27805496,14.33962013,12.91289758,10.25498045,9.31523846,12.62158381,6.98070252,9.6049558,21.1874025,5.11510054,8.28096005,0,9.65722153,11.60090976,2.85802616,7.29436631,15.30934724,6.79877891,9.00650278,8.22175332,4.46479825,7.58977527,0,10.69934327,8.05239292,8.00151539,6.96244769,8.69658713,8.42873394
"MT0598",239.980339,0,132.417957,370.26735104,64.92857896,0,183.27001116,95.47993016,0,73.57234992,70.60420456,67.1760172,73.31845236,78.13383744,0,81.09346632,63.54145728,195.77532144,203.81617124,187.01414472,180.43387124,194.22722308,168.75998232,140.19388344,193.28523956,188.24378756,165.5310958,1745.37341836,137.77178132,200.70978516,67.316311,90.16306128,108.83095732,176.65072916,156.34477944,127.56386756,166.87388616,187.82708836,0,125.26472212,136.8001422,122.9840544,106.85954428,135.45780808,158.34242628
"MT0600",181.21263224,2324.40824932,229.99152376,208.07578908,73.71396484,0,45.61496592,183.60989948,0,79.57263232,62.73616612,83.48622876,80.2047418,88.68971848,182.19858404,76.39567652,70.91498136,183.0385976,179.56600104,158.21481184,162.46410484,174.3228416,127.97692972,131.66283548,112.50911712,144.54951024,128.01080824,0,154.55622124,170.76443876,131.77180656,111.25744576,127.80618584,166.04364556,151.39026872,142.81514236,186.46814624,139.2798078,583.66763632,127.86612476,176.88660584,163.53248472,173.0164434,152.57022572,143.34194852
