"","BQ12_10_Probe_3A_S29","BQ12_3_Probe_4A_50_S27","BQ12_8_Probe_4A_50_S28","S_250754_Probe_4A_50_S24","S_349941_Probe_3D_25_S21","S_351946_Probe_4A_100_S22","S_503557_Probe_3D_10_S25","S_575533_Probe_3A_S26","S_687338_Probe_4A_100_S23","Saliva_1e6_1_Probe_3D_25_S11","Saliva_1e6_2_Probe_3D_10_S12","Saliva_1e6_3_Probe_1_S13","Saliva_1e6_4_Probe_4A_100_S14","Saliva_1e6_5_Probe_4A_50_S15","Saliva_1e6_6_Probe_None_S42","Saliva_1e6_7_Probe_4B_25_S43","Saliva_1e6_8_Probe_4A_10_S44","Saliva_1e8_1_Probe_4A_25_16hr_S16","Saliva_1e8_2_Probe_4A_10_16hr_S17","Saliva_1e8_3_Probe_3A_S18","Saliva_1e8_4_Probe_4A_25_S19","Saliva_1e8_5_Probe_4A_10_S20","THP1_1e6_1_Probe_3D_100_S1","THP1_1e6_2_Probe_3D_50_S2","THP1_1e6_3_Probe_3D_25_S3","THP1_1e6_4_Probe_3D_10_S4","THP1_1e6_5_Probe_1_S5","THP1_1e6_6_Probe_None_S36","THP1_1e6_7_Probe_4A_100_S37","THP1_1e6_8_Probe_4A_50_S38","THP1_1e6_EukmRNADep_1_Probe_4A_50_S30","THP1_1e6_EukmRNADep_2_Probe_4A_25_S31","THP1_1e6_EukmRNADep_3_Probe_4A_10_S32","THP1_1e8_1_Probe_4A_25_16hr_S6","THP1_1e8_2_Probe_4A_10_16hr_S7","THP1_1e8_3_Probe_3A_S8","THP1_1e8_4_Probe_4A_25_S9","THP1_1e8_5_Probe_4A_10_S10","THP1_1e8_6_Probe_None_S39","THP1_1e8_7_Probe_1_S40","THP1_1e8_8_Probe_4A_50_S41","THP1_1e8_EukmRNADep_1_Probe_4A_50_S33","THP1_1e8_EukmRNADep_2_Probe_4A_25_S34","THP1_1e8_EukmRNADep_3_Probe_4A_10_S35","Undetermined_S0"
"Rv1024",258.045445,3.02318,651.953025,327.16343,44.187395,0,87.03352,15.17977,0,858.60441,839.8905,743.17003,948.95917,1011.903055,1.0645,456.638565,468.305485,1883.025985,1899.77057,1092.506995,1230.061685,1958.392585,284.60472,197.25185,164.497185,148.998065,135.80891,1.0645,56.01399,171.352565,136.096325,306.91664,233.29582,543.544345,575.883855,52.35211,299.688685,314.51717,0,89.428645,196.453475,469.029345,354.978815,425.62968,1017.161685
"Rv1025",204.651144,0,532.467666,213.757695,120.7125,0,34.996968,0,0,657.854154,856.846296,623.127582,770.879682,900.544221,3.650346,457.027182,426.926313,1711.616337,1697.21775,1035.722907,1017.451863,1760.18139,173.198295,189.547596,163.531638,147.336849,88.322922,0,38.483145,133.044489,212.26086,212.048406,197.447022,479.923929,448.905645,43.910379,276.740649,236.374389,0,81.051201,152.513001,307.720305,325.972035,316.817199,805.471056
"Rv1026",495.792472,40.3636,1339.22176,118.021042,11.6842,0,77.625576,63.732,0,1245.015242,1557.50386,1092.440834,1506.741322,1680.814658,1.43397,766.9084,602.437352,3109.845428,2882.65147,1849.407042,1796.33953,3133.54311,255.958334,248.597288,265.76244,227.140848,180.850172,1.0622,67.577164,194.106428,302.88633,579.546942,345.246866,703.1764,686.191822,93.558576,317.38536,415.766324,1.0622,102.98029,208.88163,733.151684,599.601278,716.93189,1611.8885
"Rv1027c",156.5355,0,564.935745,58.85385,10.494,0,26.11257,10.450275,0,178.196865,151.04364,150.072945,168.857205,289.05723,1.749,138.179745,135.136485,569.728005,505.09371,330.71841,334.487505,622.215495,83.960745,59.39604,53.46693,41.03154,32.60136,0,12.54033,29.83794,41.844825,109.97712,132.924,122.22012,155.53857,14.76156,83.26989,90.502005,0.8745,41.03154,38.014515,131.743425,108.10569,102.797475,298.43187
"Rv1028A",15.0111,0,92.129664,1.431828,17.16654,0,0.03849,0,0,19.09104,29.452548,14.364468,12.524646,38.051214,0.454182,12.070464,16.997184,64.209018,50.591256,42.777786,49.482744,65.463792,7.767282,9.414654,4.595706,4.688082,7.944336,0,1.839822,7.913544,3.787416,2.170836,3.671946,19.814652,15.480678,0.177054,9.114432,14.095038,0,4.056846,6.096816,12.755586,5.188452,8.475498,39.521532
"Rv1028c",1432.65024,77.1505,2739.245775,542.091655,132.4225,0,78.57836,181.84488,0,1478.537515,1710.495675,1249.90719,1681.71969,1850.06899,6.909,931.436835,864.857105,3952.68496,3563.259175,2325.45425,2424.517795,3998.111635,369.19393,437.005765,312.21771,313.69163,248.9543,0,112.52458,295.233085,265.0753,288.65802,264.004405,1129.20696,916.75521,118.500865,527.559725,532.534205,3.327835,141.6345,356.608035,562.196845,477.607655,472.46045,2107.348635
"Rv1029",471.914238,351.3613,1641.236858,218.622646,0,0,76.978297,36.956201,0,543.811909,557.623036,377.796128,539.850578,616.935938,2.9199,289.702745,376.482173,1679.215024,1551.751656,913.578312,905.801645,1682.397715,176.809678,137.897144,128.212809,115.910297,80.151255,0,33.880573,189.394447,219.956067,197.433905,138.247532,395.957906,357.862944,43.087991,203.984214,266.723132,0.720242,67.761146,176.342494,245.806915,234.127315,276.70919,862.382732
"Rv1030",536.926324,409.0026,1780.687869,217.318635,71.0474,0,59.449392,156.448295,0,528.006995,575.138304,479.041895,647.453036,693.777861,5.7606,271.372265,304.428508,1936.665715,1853.242626,1077.750654,1087.50527,2022.239428,189.216508,182.563015,110.382697,170.571366,120.540555,0,47.380935,137.918365,132.532204,237.845573,131.485695,515.180059,409.972301,45.873578,219.430855,276.134361,2.265836,93.753765,171.963511,367.007826,288.903691,316.746591,999.598514
"Rv1031",226.704907,0,583.313941,156.487595,0,0,60.169769,147.563445,0,440.800515,454.680193,349.942169,488.119508,603.776492,3.1497,299.599464,225.256045,1324.76382,1146.291319,761.429476,777.408954,1380.503011,107.688243,120.769997,99.100061,107.530758,71.267212,0,32.263427,106.848323,91.299304,130.439576,135.96205,344.136222,381.208191,27.50738,164.067873,233.676243,0,70.941743,123.321254,205.528424,160.823682,175.039328,646.52842
"Rv1032c",372.956748,2.6511,1083.177601,262.971446,30.9295,0,82.546417,19.229312,0,894.375096,929.714259,768.606912,889.894737,1102.59249,4.4185,507.720998,540.859748,2344.924461,2062.971139,1332.204261,1412.179111,2352.745206,229.735489,215.852562,205.840241,205.318858,159.923189,0,63.829651,209.852239,122.153851,187.60951,244.183984,669.058107,657.605355,59.437662,306.679248,335.090203,0.468361,113.484754,225.237456,400.731439,312.8298,244.263517,1144.550566
"Rv1033c",230.3124,0,644.201349,285.411714,166.8789,0,93.774231,16.5903,0,480.982074,542.756544,441.897279,600.705486,701.447643,2.9277,347.391123,365.162262,1362.3564,1283.445126,804.453888,826.499469,1527.57627,170.899608,132.868785,120.211362,87.567507,74.773458,0,35.395893,70.401426,64.936386,127.989285,111.486816,395.776245,319.255926,37.240344,161.813979,230.566134,3.298542,75.788394,127.813623,220.826652,265.298415,233.552388,670.131012
"Rv1034c",69.376623,0,307.416198,7.196856,6.359598,0,11.445495,18.97191,0,23.683713,17.564604,15.462552,22.53471,18.286071,0,16.647183,9.592839,100.444239,68.592807,50.217666,50.520504,100.408611,10.661679,5.540154,4.925571,13.039848,4.480221,0,4.622733,2.832426,5.219502,12.371823,20.343588,16.094949,17.243952,1.7814,13.600989,9.316722,0,0.338466,7.677834,20.610798,2.716635,10.964517,46.726122
"Rv1035c",101.611016,0,327.412288,24.921448,15.0824,0,2.138152,27.5032,0,156.839216,156.173816,100.422168,184.22708,151.187752,0,99.916464,81.968408,359.00548,370.991552,230.840568,229.07504,413.39084,24.770624,38.122984,35.035528,14.984808,25.453768,0,11.26744,34.263664,48.556456,109.932952,43.135664,91.372728,74.356232,9.510784,60.010208,49.55012,0.8872,24.096352,40.94428,100.56412,71.188928,85.295408,208.89124
"Rv1036c",69.520425,0,326.84538,5.574885,4.363365,0,12.56952,0.47325,0,157.21365,162.15438,119.86476,137.876655,198.736605,0.728805,112.737615,119.003445,454.745925,391.71849,262.95663,239.966145,428.46162,34.613505,50.63775,26.946855,24.7983,21.722175,0.68148,9.701625,43.113075,47.04105,52.53075,62.2797,103.18743,90.25824,15.248115,64.371465,46.79496,0,26.35056,57.556665,76.30683,49.06656,55.38918,204.093795
"Rv1037c",526.084074,22.026168,668.105628,1509.186088,27.668674,1.613678,836.879888,18.369452,0.28624,4925.739572,5866.277698,3799.624898,4277.280742,6602.94854,10.014822,2920.370756,4263.104706,2478.673812,2789.906142,2322.018238,2950.744398,2995.66261,972.808108,997.721722,938.448574,826.793506,656.27676,0.37569,293.489028,976.217942,1178.30696,1678.182184,1619.38491,1995.006928,2138.10546,281.674472,1323.820642,1403.817566,1.266612,615.75591,970.643418,1809.959924,1936.631858,2081.970218,3847.212298
"Rv1038c",497.194776,20.111112,706.596381,1593.069543,35.09766,1.849122,1022.689269,26.779158,0.10188,5203.599957,6184.966698,3852.294201,4635.644427,6563.799837,9.138636,2529.336555,3763.113543,2145.147075,2511.859041,1992.676014,2624.30145,2528.885736,1180.618551,1178.26767,1208.184732,1072.523871,831.916422,0.351486,278.142588,912.444921,1693.581804,2278.630251,2331.791235,2261.692701,2532.400596,310.003011,1470.951081,1661.907312,1.306611,587.009637,880.70166,2176.648371,2293.438509,2438.719389,4371.930594
"Rv1039c",526.313335,0,1321.637465,516.139965,7.611,0,152.663975,200.181985,0,1505.25284,1748.690675,1288.910165,1560.140835,1835.69709,3.8055,812.055645,962.99446,4576.748,4454.908575,2648.98318,2784.902955,4747.13292,450.254075,401.17581,388.097575,323.581665,244.072085,0,148.87116,386.84176,476.80378,573.755235,749.9372,1186.643695,1190.981965,111.742165,598.37682,646.55445,0,254.74017,415.547915,1011.768285,890.71533,838.998585,2353.62564
"Rv1040c",229.512998,0,605.87241,258.486514,143.9152,0,16.9312,143.925782,0,902.104918,1082.464526,907.45941,1030.284684,1342.824054,5.291,651.046968,601.343314,3036.790614,3172.674076,1838.812976,1961.860472,3272.652812,273.872742,325.523484,256.6135,201.872814,195.724672,0,76.148072,192.973352,344.158386,400.496954,258.528842,758.327284,821.1632,91.015782,393.06839,430.242956,1.0582,112.296184,282.613474,751.925174,613.427958,556.40156,1448.83453
"Rv1041c",752.997168,4.5144,1338.030144,348.5592,143.748,0.408672,92.559456,55.565136,0,1368.400176,1509.601104,1170.303552,1394.982864,1698.787728,4.471632,727.692768,976.326912,3148.903296,3239.043984,2229.286752,2284.082064,3522.343968,410.938704,369.639072,347.912928,306.78912,245.58336,0.2376,111.676752,277.321968,415.27728,631.982736,627.178464,1048.714128,1102.359456,113.449248,544.640976,633.01392,1.188,219.813264,391.522032,883.439568,886.171968,833.790672,1977.825168
"Rv1042c",547.056041,0,724.708922,316.174313,36.450757,0.71295,68.704615,41.645786,0.071295,1098.052319,1196.192263,896.125867,1079.277969,1373.008616,4.120851,605.921946,765.076151,2447.966108,2498.723395,1732.75368,1803.445049,2710.902068,325.851421,296.354303,286.116341,252.165662,207.919985,0.23765,88.538884,224.037408,335.837474,537.488252,500.505159,853.990522,875.459823,93.291884,432.66559,490.314727,0.71295,180.637765,318.945312,703.068513,697.417196,680.24936,1550.946677
"Rv1043c",679.437664,344.5154,1480.159976,404.767527,265.705123,0.913632,107.751474,61.908085,0,1942.200809,2049.933249,1589.120109,2056.376258,2420.106481,9.488449,1324.633162,1345.304086,3973.395085,3832.02005,2350.746585,2428.7384,4077.815609,386.437785,373.389978,382.250305,355.526569,242.721568,0,107.113835,299.02414,548.46471,689.620854,450.877392,950.519892,921.930824,103.887572,438.105578,500.479996,0.9517,199.371633,331.420008,806.051832,680.037235,669.587569,2197.208824
"Rv1044",244.09305,0,564.48924,32.00112,291.16512,0,5.634,95.23338,0,353.01705,350.10615,310.6212,403.51647,465.66888,0.939,234.44952,353.77764,972.76644,917.73165,629.99388,596.03964,1065.97158,99.54339,118.22949,107.29953,102.30405,46.91244,0,30.7053,128.18289,31.926,84.29403,115.91955,237.82992,278.31021,24.75204,115.70358,168.70074,1.878,48.87495,97.61844,154.71903,147.34788,157.31067,523.01361
"Rv1045",549.79304,0,1032.3571,218.69647,379.231605,0.8795,19.349,131.916205,0,1041.43354,1157.852955,917.45922,1199.259815,1335.18654,4.916405,643.21353,742.641005,2392.53903,2254.43994,1347.05979,1487.366425,2608.676155,294.148775,276.67311,236.084185,204.65965,154.58092,0,75.95362,139.356775,171.951045,233.98218,172.900905,688.87717,714.31231,66.129605,346.127225,353.515025,0,137.738495,234.465905,453.31189,403.998325,442.12465,1370.73593
"Rv1046c",2168.110846,110.477708,1882.580964,1135.01388,262.634955,1.8898,309.813812,83.510262,0,2035.286253,2287.376124,1657.63807,2053.258251,2828.529803,7.200138,1735.044278,1725.907095,3958.138855,3883.217734,2622.021908,2921.205595,4386.017922,857.723526,869.487531,717.519264,648.380931,508.431792,1.483493,278.08407,693.811723,600.625685,703.081192,561.402886,2541.166815,2202.354022,254.433223,1261.592684,1358.322097,2.097678,447.003843,989.02683,1098.663577,1046.174382,1027.068504,3058.320034
"Rv1047",640.27896,83.48256,1228.821168,1698.39384,408.253728,1.0824,1074.039936,272.227536,0,3774.940848,4570.872864,3279.74088,3180.595008,4291.897056,4.219392,1562.446368,2590.570896,2430.108048,2881.945104,2238.271344,2342.02824,3247.861248,450.919968,463.77888,484.966368,457.532448,378.735696,0.074784,112.073664,326.977296,664.35744,881.638416,905.502384,933.554256,1113.712848,146.287344,594.19824,724.550688,0.515616,243.079488,350.532288,886.341936,916.86168,988.272528,2876.263488
"Rv1048c",507.403224,0,1747.111128,225.301824,286.663488,0,15.719712,441.943056,0,417.057024,576.066336,373.838352,446.88444,653.326824,1.0536,303.162864,309.884832,1384.282896,1295.517096,767.17884,791.20092,1452.271704,124.293192,105.67608,104.506584,88.913304,58.759272,0,30.280464,108.289008,76.628328,94.824,97.9848,336.583056,316.859664,40.995576,181.27188,194.030976,1.0536,58.769808,124.419624,169.345128,169.218696,156.470136,790.400184
"Rv1049",408.65355,0,1014.934175,495.97485,337.8,0,67.56,648.8575,0,228.563925,270.845225,278.43165,406.190425,305.103775,1.4075,184.875125,217.782475,943.9258,812.2401,554.6676,525.25085,989.9229,87.250925,90.628925,73.19,68.6297,46.433425,1.4075,29.5575,52.0775,57.7075,42.267225,43.6325,211.251675,214.488925,16.89,95.71,129.49,0,51.387825,52.457525,89.981475,69.8683,77.145075,530.472675
"Rv1050",49.653824,0,773.26704,211.860512,174.4448,0,77.430112,190.414592,0,70.820992,58.04336,94.901568,72.529472,96.223392,0.8992,43.170592,44.0608,226.427552,229.188096,130.348032,138.234016,232.245376,18.352672,17.66928,25.49232,16.464352,11.6896,0,2.733568,7.607232,6.2944,36.579456,31.669824,75.26304,57.422912,9.8912,25.276512,21.589792,0,12.63376,12.5888,54.158816,40.338112,39.187136,197.653152
"Rv1051c",78.423196,14.0573,644.494129,94.134296,64.4982,0,13.131172,123.265983,0,23.765106,33.456374,34.663648,30.123967,28.437091,0,27.329045,14.313639,111.003056,97.392282,67.656958,72.667972,125.349771,7.673632,11.535255,8.913982,9.443198,2.199554,0,4.1345,1.6538,9.0959,10.7497,0,21.888043,39.120639,3.646629,14.760165,5.713879,0,2.4807,6.673083,18.754092,10.791045,7.557866,88.379072
"Rv1052",257.268518,160.615,497.778008,150.601802,18.897502,0,25.28539,38.097878,0,330.307042,383.77807,233.268048,347.222096,434.229536,0,186.414358,300.432652,786.37104,742.995812,459.331366,462.993388,790.693878,96.717764,85.144306,71.72607,59.133854,45.89,0,29.956992,81.473106,79.765998,110.31956,98.2046,224.429634,192.040472,21.788572,132.842372,135.687552,0,33.490522,89.155092,130.758966,159.42186,174.492136,406.686358
"Rv1053c",106.852455,0,186.578676,112.711977,10.681254,0,30.3354,10.441764,0,313.149141,296.576433,199.135935,301.294386,365.06259,0.582759,141.331032,228.856644,663.443181,617.125815,346.031118,386.600724,637.634142,60.239718,53.88525,39.51585,56.351997,40.042728,0,20.907477,71.807085,75.694806,119.377782,90.638982,163.89099,140.412987,17.474787,68.629851,83.58201,0,35.396622,55.657476,136.485351,136.948365,152.882433,382.752918
"Rv1054",141.419736,61.003395,296.147718,147.611646,43.980003,0,49.378302,7.220988,0,436.111047,480.893382,336.072456,465.308955,552.876516,1.56978,279.176652,301.502412,1115.878113,963.644337,638.856855,661.793085,1090.534887,94.579245,99.183933,88.204194,87.140232,46.857933,0,33.296778,124.178319,98.154855,172.178703,117.000936,288.630216,290.278485,30.820014,158.765805,134.3034,1.377918,43.77942,83.346597,218.025,209.513304,171.559512,578.63835
"Rv1055",40.081716,0,80.068831,48.763177,6.796718,0,18.017852,20.033581,0,93.014614,120.28881,83.991134,108.201713,137.309713,0.36385,72.107793,86.116018,297.651131,260.269182,168.520766,164.962313,281.903703,26.481003,26.371848,32.38265,19.276773,14.801418,0,7.575357,28.969737,9.401884,20.732173,21.263394,81.553339,82.652166,7.633573,45.313879,32.724669,0,13.484281,28.605887,28.634995,38.167865,42.235708,144.0846
"Rv1056",201.229816,0,626.60385,110.17479,25.2433,0,79.011529,14.6574,0,479.989135,503.2374,337.055056,485.884667,664.647946,2.475472,245.991887,299.165677,1031.604098,1001.377282,604.218743,582.077926,1052.287318,124.962478,78.270516,83.441321,66.088588,56.626422,0,30.853827,88.660984,78.368232,108.415902,155.441727,256.5045,255.494768,33.329299,119.913818,134.261784,0,65.933871,87.415105,200.651663,211.465567,162.631996,570.694012
"Rv1057",2688.151203,64.901055,2658.329391,715.14923,302.525055,0,389.940984,385.485534,0,1808.100818,2062.982261,1516.070823,1832.991932,2269.388408,4.9505,1138.001138,1107.169424,3706.033409,3360.290489,2142.616004,2010.932704,3640.092749,308.039912,346.525099,296.277524,250.485399,200.386339,0,78.762455,240.812122,413.485562,501.337135,603.248128,858.61472,863.852349,66.495116,436.188555,449.723222,0,149.039753,314.8518,824.040428,652.366989,621.168938,2156.101166
"Rv1058",574.041197,132.9909,1530.173392,286.201845,320.2638,0.9047,100.60264,119.69181,0,557.548516,556.281936,437.829565,537.138484,708.723886,0.9047,331.943477,280.701269,1425.780059,1376.564379,797.330204,878.047538,1538.71376,148.171766,133.26231,112.81609,103.31674,70.439942,0,43.118002,86.299333,111.893296,125.545219,219.064058,381.322003,374.835304,28.995635,181.102846,185.454453,0.9047,54.426752,159.362905,190.566008,212.42356,188.548527,793.702357
"Rv1059",186.195672,0,835.006536,265.311072,115.4439,0,85.299318,124.3242,0,569.073843,663.447213,489.901932,608.857587,750.344985,2.4219,364.713921,450.320013,1579.829589,1581.000174,894.020166,937.081548,1690.203645,163.284498,127.682568,136.99881,107.378973,93.493413,0,41.543658,128.473722,122.830695,200.678634,183.628458,409.922721,325.737477,36.845172,193.59054,220.029615,0,61.726158,126.536202,271.591866,290.418102,294.220485,906.904674
"Rv1060",342.662704,0,619.721304,357.71708,59.9552,0,211.90416,39.3456,0,1175.065712,1197.548912,824.52452,1088.711488,1403.569968,0.9368,643.553496,846.998352,3020.52424,2831.9464,1746.14836,1938.969904,2888.004512,300.000832,235.530256,246.874904,210.133608,155.93036,0,82.85996,273.227088,336.020792,621.679216,515.642824,744.887152,705.148096,70.409888,411.180256,425.91612,0,140.875984,258.050928,759.22956,719.574816,632.639776,1555.22852
"Rv1061",170.368668,0,600.06177,208.188819,132.846768,0,76.563918,123.1488,0,656.402346,646.309917,517.532832,759.068037,763.282035,3.8484,358.613154,404.072379,1677.334761,1628.142588,957.703203,1065.371814,1787.216202,159.90102,171.071001,143.718498,156.8223,111.276486,0,31.412565,103.752864,99.692802,211.296402,199.404846,460.335987,433.945584,37.088955,243.709551,230.13432,0,71.022222,167.21298,331.44345,277.864101,301.512519,887.200515
"Rv1062",277.84818,0,522.759424,180.90902,135.836888,0,53.474204,100.7028,0,792.388628,844.133592,679.611664,805.785152,877.101044,3.0516,472.265616,429.960268,1867.772468,1697.75766,1038.093288,1043.59634,1755.778748,164.318488,166.627532,127.892556,119.0124,91.975224,0,48.835772,82.311824,220.417068,332.654916,212.5948,412.352536,434.151132,47.2998,226.12356,211.547084,1.0172,76.259484,138.064556,393.1478,299.402648,347.556896,913.29302
"Rv1063c",422.114296,0,1125.431104,234.361304,84.871184,0.9704,124.812848,182.4352,0,1476.696496,1705.410072,1269.554912,1643.789672,1831.659112,5.8224,843.791912,888.702024,3311.19888,3214.11036,2007.340328,1960.091552,3518.660696,306.578472,287.054024,244.016784,203.454064,156.57404,0,82.901272,162.59052,360.69768,485.39408,373.856304,719.823312,792.710056,69.791168,382.735464,453.729928,3.83308,198.01012,254.662072,675.912712,565.69468,584.666,1670.533896
"Rv1064c",139.465858,109.6228,371.49301,26.06457,2.3324,0,15.1606,33.726504,0,267.46797,301.882532,238.173026,321.556326,405.242838,0,208.026756,192.376352,777.727118,733.003348,453.88504,448.007392,762.368264,78.998388,72.875838,54.333258,42.892836,35.090958,0,15.1606,57.330392,71.394764,90.240556,75.56976,157.180436,194.895344,16.3268,82.39203,124.305258,0,32.058838,79.429882,126.089544,92.001518,157.075478,388.892714
"Rv1065",2533.624203,429.255918,2822.518773,2283.894834,91.13079,1.1073,1207.455285,233.30811,0,2557.209693,2885.501997,2257.607532,2788.314276,3442.473897,10.873686,1370.892765,1405.518036,5275.276857,4960.692927,3272.525493,3446.294082,5436.887292,647.504748,615.559143,640.57305,432.644256,395.3061,0,177.134781,464.301963,411.705213,579.206484,652.75335,1647.241626,1700.8128,145.089519,836.34369,869.695566,0.177168,262.131129,498.528606,984.865839,938.602845,826.134384,3081.017958
"Rv1066",546.284531,23.021713,759.579808,746.433558,4.438174,0,395.039554,510.158636,0,1295.568196,1311.217492,1051.216218,1405.933594,1327.897454,5.57401,604.601296,742.878812,2218.603218,2231.465509,1473.768244,1438.557328,2394.310737,205.176153,203.693256,202.010536,201.232278,161.64629,0,60.914464,142.463282,222.140074,276.365726,177.989708,566.456137,596.124594,85.240285,317.581849,313.248845,0,110.765044,164.843458,400.445292,439.6106,410.320755,1295.810087
"Rv1067c",357.262686,21.0177,1243.10142,410.794131,73.147965,0,429.799227,225.615456,0,671.509146,721.811508,666.394839,650.306745,597.92172,1.490346,675.954708,1421.216874,825.110319,980.06172,660.503514,658.943109,1328.917326,149.333943,135.34125,149.964474,141.786678,115.705623,0,46.168881,170.472654,319.621896,382.39476,452.511081,319.290708,302.164467,52.041099,187.261338,219.92157,0,95.770653,168.816714,468.656496,511.545342,706.13103,983.284434
"Rv1068c",243.575416,0,987.632128,142.660056,190.895992,0,85.262772,178.5091,0,337.002428,341.097932,292.995836,292.112492,375.608576,1.3384,311.117772,670.685624,528.56762,549.593884,381.905748,377.542564,727.032264,72.648352,66.45156,90.288464,68.96106,53.689916,0,24.639944,56.761544,83.476008,118.48186,190.668464,152.84528,145.78522,27.209672,110.939976,105.26516,0,56.728084,86.213036,155.341396,171.308508,257.360936,494.197508
"Rv1069c",410.11306,48.29041,1450.759548,668.805592,115.517864,0,247.66014,74.231696,0,1713.802482,2169.599502,1499.997758,1992.427248,2277.269582,6.274436,1136.895578,1228.851134,4825.29719,4516.200654,2842.300552,2840.670336,5036.533376,430.44337,447.920802,334.497576,356.069504,275.847712,0.9478,108.19137,352.610034,436.063824,438.575494,541.85726,1219.458436,1186.143266,133.35546,724.981698,702.490404,0,318.754618,381.593758,949.26909,910.276598,805.497308,2560.140492
"Rv1070c",330.744704,132.4874,968.728566,607.476664,0,0.8774,193.86153,26.418514,0,1031.155576,1236.247826,1016.897826,1289.269108,1511.119698,2.219822,643.739606,656.2952,2852.594106,2791.8868,1784.350832,1752.746884,3086.570364,288.831306,261.324816,215.366604,184.99979,162.71383,0.8774,92.864016,172.567032,212.172868,344.081184,352.574416,762.293894,723.082888,80.41371,374.2111,446.526408,1.7548,118.326164,246.41779,542.952668,560.693696,489.869968,1585.63728
"Rv1071c",315.56496,4.24152,1171.00008,577.05312,0,0,203.19048,84.59304,0,1621.59192,1839.16848,1439.39232,1776.93888,2002.94688,2.89992,998.4084,1026.04536,3847.52304,3885.79992,2367.8724,2454.32304,4191.1068,385.18368,304.42968,347.67048,281.57088,244.068,0,98.32896,275.0796,285.37896,426.95904,374.90496,1002.6396,964.82712,107.13192,501.3456,612.2856,0,194.26368,343.82112,681.70824,526.54704,589.38552,1901.69736
"Rv1072",8033.013205,270.91659,7612.04367,9579.230255,2943.11542,19.0365,3048.94023,4049.11794,0,58094.657005,64989.48694,43002.556065,60593.39706,77919.014285,180.493215,38565.292955,40273.94574,25145.611995,28321.879215,22093.01857,28454.971545,27038.202695,12252.58034,11278.47357,10195.06103,8572.0453,7280.73605,9.02874,3441.67229,9688.354725,14515.702915,19282.206825,17611.97151,29225.877275,28142.78201,3059.65506,15388.54457,16167.22807,39.006695,6489.50659,11069.479995,24713.555965,23835.882665,22452.77216,48659.32456
"Rv1073",1653.604578,53.758215,1735.452756,2985.611589,769.849677,1.517103,668.514735,444.652524,0,13423.270806,15253.330482,10964.631069,14232.282471,17704.846431,46.530774,7733.465523,8521.944471,16539.852672,17480.004228,11842.242174,14024.392245,17592.609078,3748.648437,3252.028068,2899.033065,2554.443378,2137.249476,2.8269,952.712415,2692.226484,3125.166219,4276.553166,3660.986268,8997.55155,8700.53859,1000.750869,4617.55269,4857.603615,11.741058,1769.677092,3051.242784,6711.352713,6576.302277,5766.885423,13500.831519
"Rv1074c",1020.02004,155.253202,1960.054902,1598.919088,491.3272,0,783.708172,282.97763,0,6370.500994,6663.72837,4922.51019,6348.638998,8106.58914,15.94749,3813.142918,4043.715754,11829.084254,11771.177834,7624.871722,7947.496154,12357.570654,1375.778092,1439.826102,1374.105928,1070.061096,939.054272,1.816672,414.190894,1174.736498,1255.237776,1678.398488,1534.117572,3739.330296,3694.749578,396.684782,1872.56563,1945.33573,5.161,671.208694,1327.687894,2364.966318,2441.82393,2240.95781,6923.254416
"Rv1075c",313.40505,134.3902,684.27905,98.23205,0,0,33.04,145.489575,0,746.291,905.595425,581.9996,768.169675,905.8329,3.0975,471.904125,283.8136,1923.23775,1808.847075,1095.368925,1071.765975,1840.586125,182.546,134.648325,116.98225,103.0848,94.546025,1.0325,48.3623,57.82,115.670975,128.38105,143.1458,407.682625,395.210025,41.847225,260.62365,267.448475,0,88.516225,151.932375,311.00965,304.73205,240.004625,885.936625
"Rv1076",224.831768,0,774.410392,166.193496,274.077328,0,61.358416,167.4988,0,1926.437016,2187.25136,1722.380576,2033.161592,2588.463472,3.961552,1251.594848,1327.338992,4425.683416,4122.2048,2683.568104,2788.530976,4541.891984,459.585672,432.585048,411.599776,335.070624,287.814968,0,150.228624,353.089296,444.360168,545.297592,491.798384,1122.506672,1179.008992,118.600104,610.489768,635.555256,1.8256,205.809016,408.560152,1104.360208,856.233784,875.402584,2327.329648
"Rv1077",902.443004,207.5152,1874.674272,1016.76809,309.97583,1.1278,496.581618,107.016942,0,3140.268876,3825.238206,2900.667766,3602.576652,4141.50716,13.13887,1899.350536,2197.597246,7670.517418,7580.259584,4600.893934,4770.187992,7752.937042,862.54144,724.83706,642.067818,558.531672,454.289118,0,244.856658,620.68473,734.897036,1160.90093,971.43053,1965.484728,1933.770992,198.650692,1006.33594,1136.946458,4.5112,385.019642,693.845116,1488.63961,1445.411036,1341.17976,4166.961606
"Rv1078",406.798624,141.131768,1169.226108,2962.917298,234.233144,0.9998,1713.10731,91.28174,0,3553.779102,4366.096606,3152.179438,3937.832276,4303.98903,16.906618,2219.965918,2263.537202,8387.292206,8893.910862,5670.395694,6597.870162,9747.410128,1254.09913,1206.298692,1052.199518,929.814,751.229724,0.9998,354.998986,941.991564,1351.639618,1991.631594,1684.922948,3147.42039,3175.834706,299.400108,1604.649006,1856.548616,3.269346,687.602452,1197.800392,2908.148254,2821.865514,2593.68116,5431.173548
