"","BQ12_10_Probe_3A_S29","BQ12_3_Probe_4A_50_S27","BQ12_8_Probe_4A_50_S28","S_250754_Probe_4A_50_S24","S_349941_Probe_3D_25_S21","S_351946_Probe_4A_100_S22","S_503557_Probe_3D_10_S25","S_575533_Probe_3A_S26","S_687338_Probe_4A_100_S23","Saliva_1e6_1_Probe_3D_25_S11","Saliva_1e6_2_Probe_3D_10_S12","Saliva_1e6_3_Probe_1_S13","Saliva_1e6_4_Probe_4A_100_S14","Saliva_1e6_5_Probe_4A_50_S15","Saliva_1e6_6_Probe_None_S42","Saliva_1e6_7_Probe_4B_25_S43","Saliva_1e6_8_Probe_4A_10_S44","Saliva_1e8_1_Probe_4A_25_16hr_S16","Saliva_1e8_2_Probe_4A_10_16hr_S17","Saliva_1e8_3_Probe_3A_S18","Saliva_1e8_4_Probe_4A_25_S19","Saliva_1e8_5_Probe_4A_10_S20","THP1_1e6_1_Probe_3D_100_S1","THP1_1e6_2_Probe_3D_50_S2","THP1_1e6_3_Probe_3D_25_S3","THP1_1e6_4_Probe_3D_10_S4","THP1_1e6_5_Probe_1_S5","THP1_1e6_6_Probe_None_S36","THP1_1e6_7_Probe_4A_100_S37","THP1_1e6_8_Probe_4A_50_S38","THP1_1e6_EukmRNADep_1_Probe_4A_50_S30","THP1_1e6_EukmRNADep_2_Probe_4A_25_S31","THP1_1e6_EukmRNADep_3_Probe_4A_10_S32","THP1_1e8_1_Probe_4A_25_16hr_S6","THP1_1e8_2_Probe_4A_10_16hr_S7","THP1_1e8_3_Probe_3A_S8","THP1_1e8_4_Probe_4A_25_S9","THP1_1e8_5_Probe_4A_10_S10","THP1_1e8_6_Probe_None_S39","THP1_1e8_7_Probe_1_S40","THP1_1e8_8_Probe_4A_50_S41","THP1_1e8_EukmRNADep_1_Probe_4A_50_S33","THP1_1e8_EukmRNADep_2_Probe_4A_25_S34","THP1_1e8_EukmRNADep_3_Probe_4A_10_S35","Undetermined_S0"
"AS1726",116.3674,0,239.263732,16.600376,0,0,6.971746,36.887436,0,22.70709,17.321236,27.526554,27.330892,26.82629,0,27.95907,10.730516,69.97491,59.131116,38.936738,35.497206,66.06167,10.061146,9.752206,1.070992,1.462316,7.2086,0,3.017314,0,9.824292,3.0894,0,16.899018,17.393322,0,11.513164,9.031346,0,2.52301,3.872048,15.80743,13.624254,14.087664,44.250506
"AS1890",78.933638,0,263.79124,28.52276,90.245304,0,2.6574,0,0,45.379534,65.761792,70.99687,60.05724,44.670894,0,33.908424,33.562962,126.571962,108.616796,69.056968,71.811806,134.056972,14.208232,7.13069,11.727992,10.833334,2.2145,0,4.429,9.43377,8.928864,20.736578,26.26397,21.223768,22.348734,1.7716,13.003544,15.262334,0,0.407468,17.14023,40.853096,31.4459,25.139004,93.71764
"ASdes",1057.316896,73.119008,891.615872,645.317888,64.466272,5.648,66.87232,41.998528,0,8204.375168,9318.646496,6242.429408,8049.631264,10801.96944,26.726336,5575.807264,6033.634144,5980.49776,6419.34736,4731.815328,5931.224608,6279.966016,1556.803424,1404.363904,1291.86704,1167.577152,794.097504,1.1296,435.731904,1291.494272,2137.158016,2806.615456,2734.976224,3573.184608,3542.041536,344.878176,1868.087296,2060.175776,2.31568,748.224448,1420.347744,3578.821312,3047.457472,3169.0928,7036.154144
"ASpks",119.764036,3.533411,261.646385,70.422261,24.805865,0,44.014663,5.315114,0.293951,278.143635,304.401258,245.71904,254.879513,391.212787,0,293.921005,379.382759,417.014486,465.5224,303.453416,315.925337,484.593221,66.654889,66.114979,68.478585,56.87052,54.608897,0,27.181469,60.331943,26.587568,24.085985,35.712047,149.147138,147.497413,20.414597,71.178135,88.917178,0,44.362605,86.103647,44.494583,39.647391,34.050324,307.790693
"MT0009",12.96791,0,47.95844,2.45662,3.76102,0,4.79367,0,0,41.72993,35.16445,41.5234,58.18711,67.02442,0,23.02266,28.41418,167.30017,168.2676,96.54734,101.26492,163.25653,16.8485,11.98961,12.66355,13.50054,11.07653,0,2.11965,18.68553,0,1.47832,13.28314,45.75183,39.04504,0.50002,26.04452,31.06646,0,10.35911,15.47888,8.82644,33.84918,22.33785,95.41686
"MT0012",231.607656,28.643622,269.093745,522.074355,0,0.684918,188.651004,17.623467,0,1311.372102,1476.165129,1140.932892,1499.513808,1757.578617,3.977793,756.641208,837.839115,2513.491002,2568.741054,1702.829082,1895.949615,2596.164117,393.599544,381.929595,394.345929,285.487872,233.530695,0.8781,94.465998,305.113407,330.964671,429.346995,495.959661,1085.849679,968.737482,121.370982,460.027809,533.454531,2.774796,188.747595,304.507518,697.141152,646.826022,601.182384,1478.913582
"MT0025",48.150564,0,255.128732,14.1204,0,0,0,16.030016,0,22.653156,28.630792,26.176532,27.259096,32.84674,0,8.405,15.209688,71.045784,60.805132,32.658468,37.298028,67.159312,4.027676,3.281312,6.239872,3.207348,1.223768,0,2.6896,3.388896,0,10.106172,8.667236,10.99374,11.276148,1.31118,6.703828,6.95934,0,1.3448,4.626112,13.084904,4.088192,8.27052,39.77246
"MT0031",94.05025,0,242.042325,51.65594,0,0,14.668465,1.687,0,141.58991,189.863415,113.68693,125.605585,224.23604,0,96.538575,100.93321,329.681975,284.88369,168.860265,199.48775,316.270325,57.400175,37.476705,52.305435,27.000435,23.204685,0,16.29642,49.98581,22.99381,42.503965,33.77374,123.96076,114.8847,15.630055,66.67024,58.47142,0.8435,25.43996,49.73276,66.644935,71.17453,44.241575,232.780695
"MT0032",174.87794,139.516,463.171656,91.307856,0,0,24.232856,19.3176,0,651.893876,822.23218,541.397204,730.90286,899.888932,5.366,401.763152,325.802056,1706.913868,1618.675364,932.310304,923.54226,1662.644368,161.441476,109.4664,116.92514,112.836248,84.332056,0,37.315164,108.07124,140.889696,161.473672,204.004588,421.381248,419.385096,31.541348,237.542088,215.144404,0,60.26018,151.525108,246.170616,224.009036,244.721796,773.99184
"MT0036",95.611725,0,212.737005,38.64078,53.5455,0,6.286095,0,0,32.868135,59.054085,35.141985,56.149425,51.345,0,24.872985,45.675045,163.79055,134.986005,93.968685,93.62394,161.905455,14.736015,19.430415,8.37657,11.684655,2.398545,0,4.79709,27.97569,6.6015,6.902235,7.694415,40.3425,56.53818,3.190725,17.14923,27.05148,0,7.335,15.234795,7.929135,24.168825,18.00009,91.298745
"MT0066.2",135.604404,0,143.151946,209.299414,3.093026,0,80.67701,5.753168,0,327.797918,408.509838,284.732942,343.242102,409.661868,1.878158,208.070582,239.79679,858.47181,895.33677,455.380004,530.520288,799.550712,103.166032,99.367824,77.095244,76.746144,52.022882,0.377028,22.13294,94.173216,27.662684,30.392646,56.184154,251.114612,237.394982,16.121438,132.86746,130.94741,0.411938,65.812332,101.239,91.038298,95.61849,106.68496,492.19609
"MT0069",141.295296,0,139.375104,38.978496,16.1184,0.7008,10.26672,2.8032,0,399.477024,464.87568,364.864512,478.303008,569.056608,0,262.211328,259.709472,787.853376,772.42176,470.580192,519.510048,818.261088,91.461408,70.451424,55.124928,52.77024,69.140928,0,27.82176,71.460576,141.989088,216.350976,180.49104,215.503008,199.370592,23.960352,114.496704,124.805472,0.301344,34.072896,68.762496,219.588672,172.901376,158.086464,470.608224
"MT0099.1",69.608808,0,198.757026,0,0,0,17.190882,35.87157,0,54.214146,58.85262,24.67161,42.644376,62.55072,0,27.017262,20.698794,168.073362,167.238648,114.831288,102.300012,150.755688,14.306364,7.956198,6.255072,11.707128,9.107892,0,3.465648,18.289746,0.729054,2.884518,6.043752,27.196884,37.076094,6.899598,9.541098,17.27541,0,7.3962,9.181854,13.450518,16.504092,20.804454,71.943894
"MT0116.1",32.519424,0,49.660128,144.575424,11.120592,0,36.47616,0,0,506.5704,614.02824,452.97672,573.085296,704.44584,1.367856,330.14016,337.396752,1222.99464,1319.44008,814.848048,946.788192,1277.523408,189.892416,165.889248,152.751648,136.55376,108.508848,0.687792,45.912048,140.950992,81.283104,179.17368,144.119472,523.84248,458.131296,53.330928,250.835424,294.815472,1.089648,91.244496,186.893952,285.155472,346.106208,273.14616,694.414896
"MT0122",452.06136,0,1193.52906,471.0432,197.6163,0,104.21664,12.51,0,559.2387,671.85372,377.9271,552.04128,707.1903,0.834,390.15354,311.14038,1535.41902,1409.52672,841.35588,925.81506,1554.37584,147.51792,102.22338,125.19174,106.42674,93.47472,0.834,50.77392,197.23266,127.8522,178.31754,221.93574,366.80988,386.95098,41.02446,209.80938,191.88672,0,73.75062,168.16776,249.9081,209.67594,206.61516,846.05964
"MT0124",52.978068,0,235.728909,28.309788,29.357211,0,4.375683,23.092251,0,28.437045,34.780317,47.829054,34.633482,75.345933,0,17.346108,26.381355,153.599199,146.600064,79.026597,77.851917,161.293353,14.115738,11.854479,4.444206,12.060048,7.517952,0,6.294327,7.684365,15.574299,12.060048,3.9156,52.625664,23.581701,3.905811,11.345451,13.068315,0,3.807921,13.185783,33.233655,24.247353,28.045485,69.041817
"MT0130",60.092743,0,436.249459,51.752011,0,0.8581,39.266656,12.0134,0,90.52955,156.011161,110.128554,135.425342,155.075832,0,79.571613,76.765626,411.810771,380.241272,251.775121,255.576504,462.129755,53.871518,36.031619,40.373605,12.27083,20.76602,0,18.921105,31.329231,6.8648,15.325666,12.0134,109.253292,119.53333,15.325666,76.3709,55.09002,0,15.952079,51.91505,37.335931,42.021157,26.403737,176.845829
"MT0159",11.78846,0,82.53628,21.29088,37.62583,0.75064,10.29571,2.559,0,24.9929,28.94229,18.4248,33.1817,44.90192,0,21.13734,36.65341,101.90791,86.30654,41.61787,56.51125,77.29033,8.00967,14.50953,10.43219,8.28263,4.23941,0,4.3503,8.67501,0.18766,5.95394,0.853,19.35457,29.12995,0.6824,15.06398,16.22406,0,7.14814,13.48593,12.80353,6.0563,11.47285,41.93348
"MT0177",352.930144,0,1057.823172,847.955388,70.729736,0,398.547968,35.0056,0,3897.265568,4133.00986,3171.203364,4116.621712,5035.850344,21.427112,2404.203032,2559.342324,8170.749216,8195.9164,5242.632108,5659.880436,8649.321828,1137.599092,978.213068,980.976668,919.03518,632.320892,0.746172,314.801676,1042.66022,1214.6022,1574.395284,1468.355952,3095.056972,2663.262896,280.422492,1442.986104,1538.929084,1.8424,608.747384,1038.588516,2433.285316,2271.2186,2302.373584,4946.272856
"MT0204.1",8.721791,0,101.000276,3.934047,0,0,0,4.919759,0,8.774597,8.167328,6.908785,10.974847,6.60075,0,1.997827,8.061716,21.219211,23.639486,9.232249,18.314881,22.909003,0.800891,3.934047,0,1.152931,0.8801,0,0.598468,5.474222,0.105612,0,0,1.566578,2.781116,0.8801,7.384039,2.46428,0,0,1.390558,0,2.6403,0.8801,20.611942
"MT0270",103.156672,0,75.34834,207.170904,0,0,83.76802,0.600292,0,235.79002,287.812728,224.025856,302.765456,356.448712,0.631476,143.8362,162.1568,619.283056,566.92512,393.900696,393.34718,610.224104,71.754384,51.968136,64.098712,28.33846,43.392536,0,17.42406,63.96618,56.918596,66.546656,66.53886,170.57648,156.185064,21.719656,91.9928,97.130364,0,28.49438,53.082964,96.366356,93.099832,100.06166,290.471164
"MT0270.2",146.90874,0,262.884996,143.97174,24.382974,0,81.313782,31.173318,0,241.527132,277.72272,204.761766,308.367378,372.58782,0.839982,170.058174,294.557604,662.640066,626.567832,429.442266,455.49933,716.281434,69.377814,81.842442,81.3549,61.14834,52.166994,0,23.754456,52.372584,65.923902,83.181714,142.832184,168.61317,172.437144,20.347536,89.34354,99.429198,0,60.936876,76.878912,155.42604,158.527512,129.574566,403.379328
"MT0291.1",46.068215,0,393.965857,18.572695,0.224723,0,6.107178,13.61557,0,480.867563,539.46739,428.42779,518.026172,599.177613,2.868523,375.525352,331.955528,951.649029,876.617985,613.202972,579.719245,1034.637911,81.653763,71.012468,62.829907,61.243627,56.828481,0,32.399769,100.385086,128.171424,176.420774,148.647655,230.076695,238.417884,27.640929,114.648387,133.815937,0,46.980326,93.616958,190.855922,206.361809,161.681589,506.102634
"MT0291.2",19.35926,0,133.593735,6.34865,0,0,2.27562,4.279155,0,146.703285,158.88115,121.193255,145.070775,208.590255,0.9894,116.48536,111.38995,264.10384,261.8612,178.19094,170.135575,279.86828,24.17434,25.77387,18.543005,19.532405,19.812735,0,10.0589,30.926995,30.20968,28.469985,27.01062,69.10959,65.490035,6.49706,30.992955,30.943485,0,9.66314,34.934065,38.545375,30.78683,34.208505,129.405275
"MT0291.4",673.093497,113.468268,1995.572208,84.182883,22.577184,0.369567,91.081467,75.14529,0,2658.497013,3045.400065,2842.552578,2477.823546,2130.27378,13.248417,3544.181127,5037.354996,3610.770381,4516.926267,3027.414471,3116.088153,5998.688355,869.031201,827.001354,715.873677,707.899989,575.807784,0,322.072041,992.175405,592.259115,692.43417,717.284751,1755.342459,1884.063765,250.241655,1044.485934,1237.836669,2.2398,517.382601,901.765878,1279.519347,1296.105066,1583.5386,3725.313753
"MT0294",873.10174,25.786102,616.60981,619.093056,98.95216,2.587108,468.691438,50.543026,0,3288.988512,3562.89149,2379.384,3332.808834,4326.069466,7.723556,2150.36829,2286.701328,2268.072262,2601.752542,1825.686236,2296.379378,2375.597758,655.491966,638.052592,516.118604,462.23311,370.806224,0.9442,213.81409,625.938506,751.5832,883.081934,774.819962,1753.927036,1676.833106,172.231522,863.858022,938.327076,3.134744,426.315742,794.034432,1154.964324,1189.50316,1113.457292,2559.06526
"MT0325",16.978248,0,66.016944,2.29824,0,0,0.14364,5.60196,0,23.312772,16.1595,15.900948,21.129444,25.295004,0,9.315054,11.606112,41.555052,49.469616,24.303888,23.01831,37.217124,2.506518,3.533544,2.183328,1.572858,3.80646,0,1.371762,0.883386,1.084482,7.174818,0,13.889988,10.406718,1.551312,3.749004,4.27329,0,3.332448,5.85333,10.528812,6.219612,8.805132,22.12056
"MT0328.1",235.78233,9.68919,370.25709,195.12927,83.66295,0,80.73723,101.21727,0,1473.86757,1739.07867,1318.21746,1650.43116,2074.38966,3.95514,957.05358,1003.97346,2534.36883,2629.09353,1688.56485,1768.55259,2647.37928,363.46653,285.24867,295.93116,235.97196,207.41007,0,84.34923,352.97367,297.81843,378.68208,438.92121,879.75678,810.68631,98.73402,399.28854,454.8411,2.75415,142.43019,282.53064,676.38312,641.13903,664.36419,1615.57536
"MT0328.2",444.912741,84.215313,726.555466,398.817783,177.2134,0,147.447391,106.026193,0,2925.209014,3336.305154,2496.109161,3165.342908,3825.316768,7.7896,1674.47189,1874.771717,4723.895813,4697.430647,3231.934251,3331.076385,4836.17316,671.551153,565.758648,536.664492,493.266683,401.583091,0,166.619544,508.505088,595.154651,722.621718,810.157348,1506.128897,1525.671056,171.264093,700.158459,829.631348,1.9474,269.559108,523.032692,1169.160538,1091.361908,1110.728801,3067.826853
"MT0347",617.51942,0,1182.698216,478.367022,116.424574,1.24929,149.748228,131.573372,0,1248.577442,1185.354114,1073.297428,1267.501872,1559.613636,1.8508,666.685922,707.958762,3190.862486,2966.110588,1914.37498,1936.566072,3372.685078,291.834144,270.364864,271.392058,235.505046,174.400884,0,85.571738,244.759046,187.726644,375.925242,285.263804,814.611112,845.16782,85.87712,337.160236,428.73782,0.9254,173.271896,259.037968,588.341558,522.823238,492.183244,1570.653658
"MT0383",261.32949,0,451.064862,333.770463,153.72909,0.9963,79.544592,115.5708,0,1046.463705,1134.128142,862.945245,1177.676415,1381.728618,1.9926,476.988588,544.517802,2537.456544,2399.777847,1581.576435,1534.750335,2508.872697,288.289368,226.209915,206.682435,213.40746,148.857183,0,59.778,170.945154,330.741711,188.3007,211.893084,612.495351,607.424184,63.175383,300.424302,335.802915,0.9963,100.586448,205.706061,367.295958,327.872367,295.582284,1196.506485
"MT0392",399.06214,0,670.725365,396.547215,24.636,0,116.825965,226.312455,0,617.91194,675.78601,566.23793,643.769475,820.491715,3.0795,529.24287,428.8717,1450.71139,1307.524905,924.07583,963.0623,1526.07702,215.05175,178.087485,179.791475,114.608725,137.089075,0.71855,70.592405,168.541035,8.530215,14.976635,47.167675,549.69075,488.57294,45.217325,293.7843,249.62427,2.27883,76.032855,178.005365,41.18318,63.078425,57.247905,830.15108
"MT0407",197.128525,14.40125,604.6839,141.905,21.840725,0.35125,26.659875,0,0,287.891525,371.49605,276.440775,290.2449,297.473625,1.819475,180.5425,228.46705,480.5381,554.4692,341.65385,361.0569,733.78935,68.6764,51.317625,47.6295,62.7754,50.390325,0,30.621975,80.1412,220.23375,276.18085,187.293525,138.090425,139.22145,18.41955,101.31455,95.926375,0,30.074025,66.9342,231.2349,183.5773,204.841975,437.25005
"MT0416",46.413795,0,93.956438,4.182785,0,0,12.326617,0,0,63.336436,90.751316,43.188515,60.040603,99.368861,0,36.707718,63.225567,176.997319,153.089931,94.974417,119.426071,190.029466,11.318717,23.342964,11.157453,13.173253,14.755656,0,4.847999,9.37347,22.062931,7.025063,21.97222,54.063756,33.099436,4.716972,12.215748,30.378106,0,3.688914,16.166716,38.884782,22.324985,28.42278,77.265614
"MT0431",65.113048,0,90.62963,1.385748,0,0,4.217122,0,0,33.728422,49.510552,29.143478,31.016804,37.825788,0.350714,12.70269,16.919812,136.889662,112.10017,66.173744,82.93103,124.101432,2.925468,6.389838,8.220394,5.329142,3.951948,0,2.762942,0.307944,6.58658,7.09982,9.871316,39.30563,40.939444,1.32587,11.778858,14.045668,0,0.8554,7.775586,23.386636,18.921448,19.537336,46.31991
"MT0450",13.473156,64.818204,134.42088,83.738616,0,0,27.65052,5.374764,0,281.63142,310.441812,246.182832,315.309132,389.934468,0.082848,175.699896,195.500568,654.613116,594.962556,336.818544,402.620568,610.496556,59.992308,51.583236,50.557992,50.930808,40.502316,0,23.14566,51.251844,54.42078,118.244808,128.745792,182.897316,169.465584,15.368304,95.751576,84.328908,0,15.927528,60.054444,171.982092,144.300504,108.551592,353.408856
"MT0470",429.618603,112.877688,773.220786,523.827063,158.4513,0,133.616484,40.550598,0,1276.481517,1427.225832,1180.311279,1342.362765,1638.94695,6.4674,874.144563,943.960146,3046.889151,3055.156644,1795.856853,1977.353655,3171.214137,360.309633,308.570433,262.102164,241.913097,175.708479,0.194022,112.047705,300.486183,203.852448,335.668839,325.913844,899.809362,819.484254,67.174728,467.442114,429.381465,3.2337,183.232221,356.493867,516.605133,507.895701,510.60123,1682.310867
"MT0472.1",119.973406,0,323.261428,138.226522,54.956776,0,31.409,21.008134,0,231.457408,233.252208,179.228728,203.476476,231.735602,0,133.649782,168.953498,677.213936,591.978884,375.705484,391.257426,641.165378,49.931336,64.88202,54.122194,25.064382,43.864912,0,13.9097,72.6894,60.996278,90.942516,34.181966,141.214864,129.701222,22.327312,70.768964,93.850092,0,33.329436,62.77313,125.00782,132.025488,96.461526,350.327012
"MT0492",75.472656,0.172312,227.796464,82.52514,75.866512,0,38.40096,3.409316,0,609.098304,654.268664,484.492112,591.95326,709.61774,4.393956,313.854,348.833336,1273.791844,1135.277612,676.853844,835.048568,1302.174092,143.732824,133.443336,140.98814,104.224144,77.651172,0,55.004452,191.044776,137.517284,175.118224,165.505676,403.14854,370.753884,46.487316,190.010904,263.735824,0.295392,118.009104,174.21974,292.06884,289.42262,240.707556,719.58722
"MT0494",113.96133,26.5125,177.50649,173.635665,9.555105,1.749825,47.436165,4.358655,0,547.34526,599.30976,403.043025,568.87341,626.50098,0.72114,356.51889,396.37248,898.126845,915.93264,540.738345,639.470895,872.64303,131.84136,108.61641,109.0194,94.310265,66.906945,0,33.0876,120.23949,172.16157,176.520225,148.883595,378.45003,374.63223,25.971645,176.944425,159.658275,0.116655,67.309935,123.59067,242.695425,254.39274,216.74499,563.751195
"MT0506",43.57805,63.500972,165.607284,16.142593,27.232271,0,32.889397,0,0,83.889083,87.952803,76.627857,80.916151,128.450981,0,47.304909,75.863236,176.61141,163.185093,104.53385,123.023776,192.925107,11.148495,15.591852,14.527799,17.639753,8.881367,0,6.57681,8.143481,40.685323,36.135026,31.135581,40.332421,48.737905,4.325723,26.408833,20.484357,0,16.998113,15.233603,61.207109,63.982202,64.80564,116.735704
"MT0512",108.708,0,433.0202,107.140793,48.0127,0.9059,38.111213,87.038872,0.9059,248.379662,238.278877,164.23967,209.724909,215.504551,1.8118,102.022458,181.107528,675.457158,632.291023,420.799609,376.120621,671.317195,65.985756,51.264881,46.001602,43.157076,35.475044,0,12.356476,24.885073,80.996519,84.538588,92.374623,135.268988,162.581873,16.061607,62.932873,56.365098,0,36.380944,31.842385,129.588995,112.204774,93.48888,358.7364
"MT0525",145.92281,0,765.518614,393.168532,84.997374,0.9683,190.7551,0,0,1113.961369,1338.161551,945.167313,1241.931897,1476.521938,3.640808,700.536001,868.574783,2664.693819,2616.375649,1477.887241,1572.267442,2721.69764,322.560096,314.319863,269.47789,244.273041,183.463801,0,85.471841,307.580495,280.187288,299.553288,248.998345,740.26535,768.336367,65.766936,376.407259,360.943508,0.9683,138.863903,271.521003,508.725454,437.071254,404.149054,1381.676953
"MT0540",83.288906,0,129.516628,91.880852,0,0.170582,55.93294,5.279064,0,559.993772,672.40731,491.258204,605.07231,889.863448,2.19961,445.57814,438.234136,1457.820706,1340.756564,999.763146,1077.252264,1584.087298,226.2456,167.071602,215.750318,149.88771,145.515424,0.816998,51.901818,143.576176,40.813988,55.385282,70.0284,654.011388,558.144304,59.829392,307.801752,288.391316,1.598084,99.979008,230.24081,123.339764,133.646508,131.051866,777.782096
"MT0555",93.950346,0,229.785444,91.608846,0,0,33.726966,4.551876,0,352.377018,365.967084,350.934654,325.908702,301.63203,1.198848,257.930274,288.116892,517.087494,644.118552,338.374848,377.749512,752.773518,64.054074,67.725546,71.425116,49.087206,39.402762,0,14.37681,40.498584,105.938826,108.355254,99.382626,185.044062,176.905008,20.46471,92.2551,100.178736,0.9366,39.590082,65.861712,127.386966,120.605982,156.028194,340.351074
"MT0568",635.841277,0,789.674727,671.852538,159.30795,0,274.524277,152.1911,0,3821.846991,4493.349161,3477.917003,4444.231947,5480.686185,18.438116,2512.488928,2830.152265,7445.582776,7241.219691,4703.175797,5152.183338,7730.957512,963.435357,960.676209,794.995941,689.327142,513.661386,0,284.301734,584.731345,805.255154,1223.714985,1137.546355,2517.229845,2330.888814,214.523757,1152.469842,1273.270159,8.7592,459.277703,848.164285,1975.155804,1844.851755,1608.462845,4617.072861
"MT0573.1",22.75038,0,68.26417,27.363,0.527715,0,8.87343,16.359165,0,53.325275,53.56633,57.038825,66.628905,73.925705,0,50.458675,40.96632,177.18194,135.518515,95.477325,78.082275,169.50727,15.87054,13.336205,8.046025,19.89681,9.765985,0,5.02958,11.83124,1.283455,17.010665,10.365365,48.01555,31.669415,5.30321,26.483475,20.30074,0,6.59318,13.8118,19.07592,24.229285,21.70798,71.75621
"MT0576",37.259288,0,75.608313,21.253342,0,0,1.3882,0,0,24.071388,25.82052,15.075852,12.556269,23.620223,0,4.143777,15.117498,67.043119,60.636576,31.664842,31.498258,62.274652,5.212691,6.59395,13.347543,2.7764,3.637084,0,1.999008,6.829944,1.950421,6.59395,13.222605,12.417449,16.019828,1.575607,4.199305,7.794743,0,4.004957,5.41398,10.571143,8.731778,10.61973,27.354481
"MT0598",148.871112,0,138.689356,250.034728,9.778744,0,45.692436,12.462956,0,171.956856,187.142044,129.412476,179.629292,240.309212,0,119.207908,104.083552,721.73366,754.666584,455.312312,481.036644,755.563856,99.407092,75.88792,96.008104,80.56438,57.356972,0.615924,22.46982,93.149,36.23306,64.261404,74.131396,254.414632,219.268944,19.27614,123.83114,152.087604,0,36.970648,72.496536,128.104588,105.672788,130.400996,405.125912
"MT0600",153.544016,195.59778,329.017376,191.920368,15.172944,0,15.530068,32.739584,0,254.021336,227.121212,219.669868,268.393164,372.5672,1.9304,153.389584,158.659576,921.650176,908.118072,526.120868,591.590384,926.225224,102.967536,97.34042,76.328016,84.493608,60.585604,0,34.438336,108.24718,96.867472,108.314744,118.902988,326.633332,290.003992,29.477208,188.995812,154.036268,1.862836,51.551332,128.03378,232.66146,233.694224,200.607168,500.929148
"MT0603",58.478181,0,74.383347,67.807713,1.011636,0,21.225622,0,0,71.741853,112.881717,80.659237,51.406096,113.602976,0,75.732195,43.266173,263.222067,210.139278,136.730099,147.108735,253.639626,20.616767,17.179078,15.034035,22.911682,17.544391,0,7.502967,18.556027,1.470619,14.33151,11.099895,102.56865,84.443505,5.863742,34.367523,53.532405,0,18.556027,26.358738,23.408133,23.370665,27.529613,112.844249
"MT0608",649.816952,194.69958,974.191226,411.528762,28.415,1.1366,91.4963,94.73561,0,3489.043752,3819.37381,2855.571108,3594.179252,4633.224874,11.206876,2716.110288,2395.429964,5180.099964,5136.659112,3564.343502,4027.48527,5306.944524,875.670738,853.666162,793.11948,651.715074,539.271236,1.1366,322.328394,814.43073,542.521912,736.607728,535.372698,2277.053074,2038.673956,248.267538,1138.782272,1277.76572,5.035138,509.117238,993.024688,881.990234,957.07403,985.727716,3647.963164
"MT0610",351.513852,0,669.674695,216.64589,188.6552,0,93.353565,166.570238,0,948.289717,989.363235,707.723578,964.284397,1165.284209,2.040347,491.785145,562.612869,2495.805766,2389.964047,1550.930298,1547.967181,2611.900485,222.326052,224.704748,208.012864,185.117915,155.855853,0,49.255412,190.859595,150.534546,359.439421,352.856995,730.772322,617.517684,60.18511,307.220892,341.568442,2.922105,121.344255,244.246966,585.682119,414.139176,482.557445,1253.982912
"MT0614",136.248959,30.4535,434.214704,0.8701,0,0,13.0515,5.2206,0,135.004716,148.273741,118.411909,139.920781,201.854499,0,98.564928,92.274105,341.975403,275.64768,188.176527,200.514545,342.306041,26.137804,29.418081,18.393914,25.598342,15.061431,0,8.144136,23.849441,16.558003,25.2329,33.9339,61.51607,61.51607,7.8309,24.371501,25.067581,0,1.705396,17.236681,58.026969,59.375624,23.4927,186.880078
"MT0639",29.03784,0,273.629408,26.641472,80.939248,0,32.713408,40.090128,0,295.461088,391.588704,284.272352,367.17304,353.587936,1.859104,194.60896,255.515936,866.248656,846.44664,526.569888,508.047072,923.292448,112.066448,66.808352,80.393456,44.081232,58.442384,0,23.70784,80.265536,49.922912,67.507648,77.962976,232.00424,255.217456,22.019296,127.10984,127.135424,0,56.489472,76.649664,130.580736,131.237392,86.9856,412.098544
"MT0655",275.030712,0,381.026712,410.021436,181.1568,0.077088,115.477824,207.183636,0,1515.656076,1772.39766,1390.18572,1971.053436,2131.965,0.9636,828.35874,746.202204,3688.882428,3505.200996,2325.956952,2271.234108,3657.00654,373.289004,413.43258,357.0138,262.841172,233.33574,0,80.200428,340.160436,243.973884,367.382136,382.558836,1062.638808,1015.383864,116.769048,445.963716,518.118084,2.8908,171.048636,322.46874,641.7576,580.42446,459.193944,1809.631164
"MT0692.1",184.74144,0,636.875232,154.171776,0,0,47.969856,0.846144,0,222.459936,184.003776,186.412032,273.944544,316.794144,0,122.452224,111.832032,694.21776,583.94784,389.746944,336.982272,675.949728,98.7168,71.227968,74.222016,63.24384,59.783328,0,20.849856,55.444128,44.173056,78.138144,106.408032,197.401056,202.814208,15.51264,105.355776,106.820256,1.670592,28.36752,48.967872,98.543232,123.710592,60.846432,353.937696
"MT0694",55.126448,24.547354,207.482717,32.9004,0,0,30.195256,0,0,113.50638,116.211524,107.246165,117.993629,198.115242,0.539201,129.49963,119.154282,276.710642,248.078155,148.252858,190.347092,282.385961,33.101458,27.746004,34.901841,24.474242,27.69117,0.429533,16.824899,33.640659,43.839783,34.764756,37.058645,108.790656,99.998938,12.191426,64.503062,61.04852,0.255892,31.602662,58.4896,61.011964,46.499232,52.311636,178.566921
